SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
BALLARPUR, EQ, 28-Mar-2019, 2.90, 2.90, 3.00, 2.90, 2.90, 2.95, 2.98, 2921772, 87.11, 698, 2047111, 70.06
BALMLAWRIE, EQ, 28-Mar-2019, 185.70, 187.65, 188.00, 184.45, 187.40, 186.15, 186.03, 26426, 49.16, 807, 16709, 63.23
BALPHARMA, EQ, 28-Mar-2019, 69.25, 69.00, 71.70, 69.00, 70.25, 70.65, 70.21, 9387, 6.59, 193, 4446, 47.36
BALRAMCHIN, EQ, 28-Mar-2019, 134.70, 134.50, 137.40, 134.00, 134.85, 135.20, 135.73, 1132576, 1537.27, 8760, 318367, 28.11
BANARBEADS, EQ, 28-Mar-2019, 48.45, 51.80, 56.95, 50.00, 51.50, 51.50, 53.50, 56364, 30.16, 1140, 19057, 33.81
BANARISUG, EQ, 28-Mar-2019, 1518.90, 1565.05, 1580.00, 1485.00, 1500.00, 1500.15, 1564.72, 7371, 115.34, 441, 6732, 91.33
BANCOINDIA, EQ, 28-Mar-2019, 152.85, 153.40, 156.65, 153.40, 153.50, 154.05, 155.04, 26098, 40.46, 432, 15004, 57.49
BANDHANBNK, EQ, 28-Mar-2019, 492.70, 496.80, 532.40, 495.00, 518.00, 522.35, 516.21, 1603747, 8278.64, 37642, 545096, 33.99
BANG, EQ, 28-Mar-2019, 30.65, 31.70, 32.00, 30.15, 31.00, 31.15, 31.17, 12297, 3.83, 224, 5362, 43.60
BANKBARODA, EQ, 28-Mar-2019, 121.55, 121.75, 131.40, 121.55, 129.75, 130.10, 127.87, 44199513, 56518.81, 164398, 11571162, 26.18
BANKBEES, EQ, 28-Mar-2019, 3070.55, 3100.00, 3120.00, 3066.01, 3113.00, 3113.59, 3086.10, 20116, 620.80, 776, 16767, 83.35
BANKINDIA, EQ, 28-Mar-2019, 103.15, 103.00, 106.50, 102.80, 105.75, 105.85, 105.13, 12405815, 13042.66, 34470, 1988714, 16.03
BANSAL, SM, 28-Mar-2019, 8.30, 7.90, 8.65, 7.90, 8.30, 8.30, 8.23, 8000, 0.66, 8, 6000, 75.00
BANSWRAS, EQ, 28-Mar-2019, 67.00, 68.50, 68.50, 66.55, 67.80, 67.30, 67.38, 700, 0.47, 36, 548, 78.29
BARTRONICS, EQ, 28-Mar-2019, 6.30, 6.50, 6.65, 6.30, 6.30, 6.35, 6.45, 24441, 1.58, 106, 17846, 73.02
BASF, EQ, 28-Mar-2019, 1441.55, 1448.00, 1499.00, 1420.30, 1475.00, 1481.75, 1465.23, 12331, 180.68, 1775, 5657, 45.88
BASML, EQ, 28-Mar-2019, 180.65, 182.65, 186.00, 181.10, 181.15, 182.25, 183.05, 417, 0.76, 27, 200, 47.96
BATAINDIA, EQ, 28-Mar-2019, 1371.55, 1375.30, 1427.15, 1367.70, 1423.95, 1413.40, 1396.78, 1513755, 21143.79, 67177, 415717, 27.46
BAYERCROP, EQ, 28-Mar-2019, 4351.85, 4330.00, 4363.40, 4318.05, 4350.00, 4349.40, 4347.03, 8088, 351.59, 2447, 5906, 73.02
BBL, EQ, 28-Mar-2019, 1092.85, 1095.35, 1103.70, 1081.00, 1099.50, 1100.10, 1096.94, 3934, 43.15, 475, 1550, 39.40
BBTC, EQ, 28-Mar-2019, 1285.85, 1291.95, 1313.90, 1265.00, 1279.00, 1283.55, 1291.55, 114341, 1476.78, 4933, 52393, 45.82
BBTCL, SM, 28-Mar-2019, 47.00, 47.00, 47.00, 47.00, 47.00, 47.00, 47.00, 6000, 2.82, 2, 6000, 100.00
BCG, BE, 28-Mar-2019, 2.85, 2.85, 2.95, 2.85, 2.95, 2.95, 2.93, 207526, 6.09, 96, -, -
BCONCEPTS, SM, 28-Mar-2019, 68.75, 66.00, 72.00, 66.00, 69.00, 69.00, 69.42, 42000, 29.16, 12, 15000, 35.71
BDL, EQ, 28-Mar-2019, 286.15, 285.95, 288.45, 280.55, 282.00, 281.70, 282.69, 31541, 89.16, 2093, 15833, 50.20
BEARDSELL, EQ, 28-Mar-2019, 15.70, 15.95, 16.00, 14.60, 15.80, 15.80, 15.57, 804, 0.13, 34, 598, 74.38
BEDMUTHA, EQ, 28-Mar-2019, 17.25, 16.90, 18.90, 16.85, 17.05, 17.25, 17.94, 15989, 2.87, 97, 8475, 53.01
BEL, EQ, 28-Mar-2019, 92.10, 92.90, 93.20, 91.65, 92.70, 92.45, 92.45, 16639126, 15382.93, 45692, 8050920, 48.39
BEML, EQ, 28-Mar-2019, 965.75, 965.95, 995.50, 965.75, 993.60, 991.70, 980.62, 1357842, 13315.22, 29276, 220263, 16.22
BEPL, EQ, 28-Mar-2019, 73.10, 73.55, 77.80, 73.50, 74.85, 74.95, 75.63, 959371, 725.61, 4871, 312247, 32.55
BERGEPAINT, EQ, 28-Mar-2019, 323.85, 322.00, 327.80, 321.00, 325.60, 324.35, 324.64, 569292, 1848.14, 13304, 226260, 39.74
BETA, SM, 28-Mar-2019, 90.45, 91.00, 94.70, 91.00, 94.70, 94.70, 93.73, 25600, 23.99, 6, 25600, 100.00
BFINVEST, EQ, 28-Mar-2019, 264.90, 267.00, 271.00, 265.30, 265.30, 266.45, 268.26, 34012, 91.24, 1074, 13304, 39.12
BFUTILITIE, EQ, 28-Mar-2019, 194.20, 194.60, 198.05, 193.35, 194.10, 194.55, 195.58, 233619, 456.90, 4953, 68266, 29.22
BGLOBAL, BE, 28-Mar-2019, 2.40, 2.40, 2.40, 2.30, 2.40, 2.40, 2.40, 8180, 0.20, 11, -, -
BGRENERGY, EQ, 28-Mar-2019, 62.80, 61.35, 63.75, 61.35, 63.10, 63.40, 63.05, 103202, 65.07, 1053, 47556, 46.08
BHAGERIA, EQ, 28-Mar-2019, 266.65, 263.15, 274.75, 263.10, 272.70, 271.50, 271.37, 35321, 95.85, 309, 33951, 96.12
BHAGYANGR, EQ, 28-Mar-2019, 30.55, 30.55, 31.25, 30.40, 30.65, 30.60, 30.62, 9189, 2.81, 50, 7828, 85.19
BHAGYAPROP, EQ, 28-Mar-2019, 29.00, 30.90, 30.90, 28.35, 29.20, 29.20, 29.51, 1109, 0.33, 12, 400, 36.07
BHANDARI, EQ, 28-Mar-2019, 2.00, 1.95, 2.00, 1.90, 2.00, 2.00, 1.95, 68453, 1.34, 63, 44851, 65.52
BHARATFIN, EQ, 28-Mar-2019, 1132.00, 1136.00, 1141.85, 1115.05, 1135.00, 1137.35, 1128.01, 1499160, 16910.71, 41102, 873694, 58.28
BHARATFORG, EQ, 28-Mar-2019, 491.05, 491.05, 498.35, 488.00, 497.00, 494.65, 492.69, 1597993, 7873.10, 41606, 729455, 45.65
BHARATGEAR, EQ, 28-Mar-2019, 166.60, 165.65, 167.75, 164.85, 165.05, 166.25, 166.46, 15143, 25.21, 505, 9866, 65.15
BHARATRAS, EQ, 28-Mar-2019, 4373.15, 4371.90, 4440.00, 4250.00, 4253.00, 4261.45, 4328.28, 1308, 56.61, 594, 669, 51.15
BHARATWIRE, EQ, 28-Mar-2019, 57.85, 57.25, 57.65, 54.10, 57.00, 57.00, 56.28, 60464, 34.03, 539, 31508, 52.11
BHARTIARTL, EQ, 28-Mar-2019, 322.50, 322.60, 333.00, 317.75, 330.80, 329.95, 327.25, 12272355, 40161.10, 92873, 7239763, 58.99
BHEL, EQ, 28-Mar-2019, 71.30, 72.10, 72.40, 70.85, 71.00, 71.55, 71.63, 45326931, 32469.75, 68739, 25121026, 55.42
BIGBLOC, EQ, 28-Mar-2019, 33.05, 33.05, 34.35, 31.65, 33.90, 33.10, 32.77, 1801, 0.59, 51, 1071, 59.47
BIL, EQ, 28-Mar-2019, 236.30, 235.05, 258.00, 230.70, 255.00, 253.45, 251.81, 13520, 34.04, 488, 5569, 41.19
BILENERGY, BE, 28-Mar-2019, 3.00, 3.15, 3.15, 3.15, 3.15, 3.15, 3.15, 42130, 1.33, 30, -, -
BINANIIND, BE, 28-Mar-2019, 35.70, 37.45, 37.45, 33.95, 37.25, 37.25, 37.24, 12949, 4.82, 138, -, -
BINDALAGRO, EQ, 28-Mar-2019, 15.20, 15.30, 15.40, 15.05, 15.15, 15.20, 15.23, 12970, 1.97, 58, 11272, 86.91
BIOCON, EQ, 28-Mar-2019, 602.30, 600.00, 608.75, 592.10, 608.00, 606.95, 599.87, 2312733, 13873.51, 69972, 714471, 30.89
BIOFILCHEM, BE, 28-Mar-2019, 6.80, 7.10, 7.10, 6.55, 6.65, 6.65, 6.99, 385, 0.03, 3, -, -
BIRLACABLE, EQ, 28-Mar-2019, 157.35, 158.00, 158.70, 152.50, 154.50, 153.95, 155.36, 40125, 62.34, 1130, 24140, 60.16
BIRLACORPN, EQ, 28-Mar-2019, 517.65, 520.90, 525.00, 514.00, 524.90, 524.50, 520.75, 66743, 347.56, 1765, 49550, 74.24
BIRLAMONEY, BE, 28-Mar-2019, 44.45, 45.50, 45.90, 44.05, 45.75, 44.95, 45.05, 28598, 12.88, 192, -, -
BKMINDST, EQ, 28-Mar-2019, 5.35, 5.10, 5.60, 5.10, 5.40, 5.40, 5.45, 24683, 1.34, 44, 20583, 83.39
BLBLIMITED, EQ, 28-Mar-2019, 5.10, 5.40, 5.40, 4.95, 5.25, 5.05, 5.06, 4510, 0.23, 26, 4173, 92.53
BLISSGVS, EQ, 28-Mar-2019, 167.40, 167.40, 181.00, 166.00, 177.45, 177.45, 174.92, 1842267, 3222.40, 7092, 625608, 33.96
BLKASHYAP, EQ, 28-Mar-2019, 19.30, 19.45, 19.95, 19.45, 19.80, 19.80, 19.76, 166204, 32.85, 471, 132203, 79.54
BLS, EQ, 28-Mar-2019, 113.00, 112.10, 117.00, 112.10, 115.00, 115.85, 115.46, 69948, 80.76, 1248, 37546, 53.68
BLUEBLENDS, EQ, 28-Mar-2019, 3.70, 3.65, 3.75, 3.55, 3.55, 3.60, 3.60, 8178, 0.29, 30, 7180, 87.80
BLUECOAST, BE, 28-Mar-2019, 43.00, 44.50, 44.50, 40.85, 40.85, 40.85, 41.94, 440, 0.18, 6, -, -
BLUEDART, EQ, 28-Mar-2019, 3468.75, 3435.00, 3700.00, 3418.45, 3580.00, 3593.65, 3570.88, 6280, 224.25, 1044, 3954, 62.96
BLUESTARCO, EQ, 28-Mar-2019, 665.60, 667.00, 671.60, 663.00, 667.10, 668.65, 667.26, 14603, 97.44, 1354, 6663, 45.63
BODALCHEM, EQ, 28-Mar-2019, 123.55, 124.00, 126.80, 123.80, 126.25, 126.00, 125.60, 345911, 434.48, 2198, 226268, 65.41
BOHRA, SM, 28-Mar-2019, 12.70, 12.10, 12.10, 12.10, 12.10, 12.10, 12.10, 2000, 0.24, 1, 2000, 100.00
BOMDYEING, EQ, 28-Mar-2019, 136.00, 136.75, 141.70, 136.50, 137.85, 138.20, 139.21, 1989665, 2769.82, 14500, 527217, 26.50
BOROSIL, EQ, 28-Mar-2019, 210.25, 212.00, 214.00, 211.10, 212.60, 212.65, 212.73, 24848, 52.86, 1013, 14727, 59.27
BOSCHLTD, EQ, 28-Mar-2019, 17959.30, 17915.15, 18000.00, 17817.60, 17920.00, 17886.15, 17951.25, 25602, 4595.88, 7135, 14912, 58.25
BPCL, EQ, 28-Mar-2019, 378.95, 379.55, 389.05, 378.35, 387.30, 385.85, 384.58, 5584974, 21478.45, 63058, 2728752, 48.86
BPL, EQ, 28-Mar-2019, 26.05, 26.60, 26.60, 25.90, 26.10, 26.15, 26.25, 69464, 18.23, 467, 45151, 65.00
BRFL, BE, 28-Mar-2019, 8.95, 9.25, 9.25, 8.60, 8.95, 8.95, 9.04, 164281, 14.85, 156, -, -
BRIGADE, EQ, 28-Mar-2019, 247.05, 249.85, 250.15, 241.05, 242.00, 242.75, 245.80, 55359, 136.07, 2380, 26295, 47.50
BRIGHT, SM, 28-Mar-2019, 26.00, 24.25, 24.25, 23.50, 23.50, 23.90, 23.92, 9000, 2.15, 3, 9000, 100.00
BRITANNIA, EQ, 28-Mar-2019, 3096.90, 3092.00, 3118.50, 3028.00, 3066.50, 3096.55, 3095.46, 3470524, 107428.79, 87453, 2843639, 81.94
BRNL, EQ, 28-Mar-2019, 90.60, 90.60, 94.50, 90.20, 91.50, 92.10, 91.58, 5023, 4.60, 345, 1779, 35.42
BROOKS, EQ, 28-Mar-2019, 52.65, 53.00, 54.00, 52.70, 53.90, 53.55, 53.58, 19841, 10.63, 168, 15443, 77.83
BSE, EQ, 28-Mar-2019, 612.40, 616.00, 619.85, 607.00, 612.55, 610.60, 613.52, 159371, 977.77, 8660, 98149, 61.59
BSELINFRA, EQ, 28-Mar-2019, 1.95, 1.95, 2.00, 1.80, 1.80, 1.80, 1.83, 177489, 3.25, 122, 114536, 64.53
BSHSL, SM, 28-Mar-2019, 123.00, 129.00, 129.00, 129.00, 129.00, 129.00, 129.00, 1000, 1.29, 1, 1000, 100.00
BSL, EQ, 28-Mar-2019, 42.20, 43.05, 43.05, 40.30, 42.60, 42.65, 42.17, 6946, 2.93, 182, 4232, 60.93
BSLGOLDETF, EQ, 28-Mar-2019, 2957.65, 2995.00, 2995.00, 2935.00, 2964.00, 2964.00, 2948.56, 18, 0.53, 9, 13, 72.22
BSLNIFTY, EQ, 28-Mar-2019, 118.45, 120.90, 120.90, 118.00, 118.00, 118.00, 118.22, 170, 0.20, 5, 160, 94.12
BSOFT, EQ, 28-Mar-2019, 97.05, 97.15, 99.90, 96.65, 98.40, 98.35, 98.34, 1078195, 1060.35, 16392, 429022, 39.79
BURNPUR, BE, 28-Mar-2019, 3.05, 3.00, 3.15, 3.00, 3.00, 3.00, 3.05, 27846, 0.85, 56, -, -
BUTTERFLY, EQ, 28-Mar-2019, 192.30, 193.55, 197.45, 192.00, 192.00, 192.80, 194.18, 23537, 45.70, 669, 14220, 60.42
BVCL, BE, 28-Mar-2019, 15.75, 15.05, 16.15, 15.00, 15.00, 15.00, 15.10, 3028, 0.46, 15, -, -
BYKE, EQ, 28-Mar-2019, 28.80, 29.00, 29.00, 28.10, 28.40, 28.45, 28.43, 144810, 41.17, 724, 124527, 85.99
CADILAHC, EQ, 28-Mar-2019, 330.00, 332.00, 337.80, 330.50, 337.70, 335.95, 334.31, 770606, 2576.21, 10184, 232694, 30.20
CADSYS, SM, 28-Mar-2019, 44.00, 46.00, 46.20, 46.00, 46.20, 46.20, 46.05, 8000, 3.68, 4, 6000, 75.00
CALSOFT, EQ, 28-Mar-2019, 22.55, 23.30, 23.65, 23.30, 23.65, 23.65, 23.62, 60081, 14.19, 430, 21378, 35.58
CAMLINFINE, EQ, 28-Mar-2019, 50.00, 49.50, 51.50, 49.25, 49.55, 49.80, 50.46, 150662, 76.02, 1370, 81588, 54.15
CANBK, EQ, 28-Mar-2019, 286.00, 284.00, 300.00, 284.00, 295.05, 296.45, 293.15, 10370230, 30400.42, 66178, 1735724, 16.74
CANDC, BZ, 28-Mar-2019, 11.45, 11.10, 11.80, 10.90, 10.90, 10.90, 11.26, 34127, 3.84, 97, -, -
CANFINHOME, EQ, 28-Mar-2019, 335.70, 338.40, 347.50, 337.00, 346.00, 345.90, 342.47, 1566025, 5363.18, 24107, 353791, 22.59
CANTABIL, EQ, 28-Mar-2019, 272.75, 266.00, 295.00, 265.00, 293.90, 291.40, 287.17, 59399, 170.58, 1879, 20761, 34.95
CAPACITE, EQ, 28-Mar-2019, 224.25, 225.40, 227.00, 223.05, 225.00, 224.75, 224.67, 36960, 83.04, 983, 28349, 76.70
CAPLIPOINT, EQ, 28-Mar-2019, 404.70, 404.70, 413.70, 399.10, 400.00, 400.75, 404.26, 34180, 138.18, 1349, 18222, 53.31
CAPTRUST, BE, 28-Mar-2019, 209.45, 215.00, 216.00, 199.25, 216.00, 215.15, 214.02, 1393, 2.98, 34, -, -
CARBORUNIV, EQ, 28-Mar-2019, 385.10, 386.00, 391.90, 380.75, 390.50, 388.45, 385.07, 84327, 324.72, 2022, 64798, 76.84
CAREERP, EQ, 28-Mar-2019, 68.55, 68.65, 71.85, 68.00, 69.00, 69.15, 69.90, 12510, 8.74, 341, 7767, 62.09
CARERATING, EQ, 28-Mar-2019, 991.50, 1000.00, 1000.00, 988.10, 992.00, 992.90, 992.34, 31310, 310.70, 1729, 26173, 83.59
CASTEXTECH, EQ, 28-Mar-2019, 0.90, 0.90, 0.95, 0.85, 0.85, 0.85, 0.86, 404131, 3.47, 166, 190481, 47.13
CASTROLIND, EQ, 28-Mar-2019, 164.60, 164.05, 165.70, 162.10, 164.60, 164.75, 164.67, 1340702, 2207.80, 19612, 592344, 44.18
CCCL, BZ, 28-Mar-2019, 1.90, 1.90, 1.90, 1.85, 1.85, 1.85, 1.88, 43071, 0.81, 11, -, -
CCHHL, EQ, 28-Mar-2019, 6.70, 6.85, 6.85, 6.50, 6.60, 6.65, 6.58, 22242, 1.46, 90, 17068, 76.74
CCL, EQ, 28-Mar-2019, 293.90, 291.05, 292.70, 285.20, 287.45, 288.00, 289.98, 25432, 73.75, 1234, 16347, 64.28
CDSL, EQ, 28-Mar-2019, 236.00, 237.50, 242.75, 234.10, 242.25, 241.95, 239.63, 264941, 634.88, 5027, 169384, 63.93
CEATLTD, EQ, 28-Mar-2019, 1082.05, 1078.80, 1100.00, 1070.05, 1089.00, 1090.30, 1082.81, 432436, 4682.44, 12298, 31706, 7.33
CEBBCO, BE, 28-Mar-2019, 19.90, 20.05, 20.30, 19.70, 20.00, 20.05, 20.01, 12898, 2.58, 43, -, -
CELEBRITY, EQ, 28-Mar-2019, 8.65, 8.60, 8.70, 8.25, 8.30, 8.40, 8.48, 17351, 1.47, 126, 11586, 66.77
CELESTIAL, EQ, 28-Mar-2019, 5.90, 6.00, 6.00, 5.70, 6.00, 6.00, 5.89, 9121, 0.54, 48, 7117, 78.03
CENTENKA, EQ, 28-Mar-2019, 250.15, 252.00, 254.00, 246.00, 246.90, 247.35, 249.15, 21535, 53.65, 522, 14836, 68.89
CENTEXT, EQ, 28-Mar-2019, 6.00, 5.90, 6.05, 5.90, 6.00, 6.00, 5.97, 47833, 2.85, 96, 35761, 74.76
CENTRALBK, EQ, 28-Mar-2019, 32.25, 32.50, 36.15, 32.50, 35.35, 34.95, 34.33, 3006015, 1031.94, 8154, 2081631, 69.25
CENTRUM, EQ, 28-Mar-2019, 31.30, 31.45, 33.45, 31.10, 33.25, 32.40, 32.22, 369414, 119.04, 849, 270616, 73.26
CENTUM, EQ, 28-Mar-2019, 441.75, 447.05, 458.95, 435.00, 435.00, 440.00, 446.40, 7915, 35.33, 437, 4938, 62.39
CENTURYPLY, EQ, 28-Mar-2019, 200.40, 200.40, 203.70, 198.35, 203.50, 201.55, 201.73, 138967, 280.34, 3084, 74108, 53.33
CENTURYTEX, EQ, 28-Mar-2019, 896.90, 902.80, 914.00, 897.30, 908.00, 905.20, 905.56, 397369, 3598.41, 10502, 70140, 17.65
CERA, EQ, 28-Mar-2019, 2671.30, 2652.00, 2774.70, 2652.00, 2735.00, 2754.50, 2741.37, 10209, 279.87, 1742, 7924, 77.62
CEREBRAINT, EQ, 28-Mar-2019, 25.30, 25.45, 25.55, 24.50, 25.25, 25.50, 25.33, 1259429, 319.06, 598, 671444, 53.31
CES1RPG, MF, 28-Mar-2019, 9.46, 9.51, 9.51, 9.51, 9.51, 9.51, 9.51, 5245, 0.50, 4, 5245, 100.00
CESC, EQ, 28-Mar-2019, 715.55, 716.90, 724.95, 714.35, 722.00, 719.70, 719.60, 264265, 1901.64, 10719, 147597, 55.85
CESCVENT, EQ, 28-Mar-2019, 584.60, 579.00, 616.00, 578.05, 600.00, 602.90, 600.55, 114483, 687.53, 2605, 102061, 89.15
CGCL, EQ, 28-Mar-2019, 158.65, 159.60, 176.00, 159.60, 175.00, 174.30, 169.67, 1236975, 2098.80, 10489, 324971, 26.27
CGPOWER, EQ, 28-Mar-2019, 42.75, 42.70, 44.10, 42.35, 43.45, 43.40, 43.39, 7817114, 3391.84, 13992, 1409476, 18.03
CHALET, EQ, 28-Mar-2019, 337.85, 341.95, 347.00, 335.15, 337.65, 338.80, 341.37, 19931, 68.04, 2066, 9462, 47.47
CHAMBLFERT, EQ, 28-Mar-2019, 170.25, 172.00, 174.00, 168.25, 169.00, 169.30, 170.47, 194691, 331.89, 2274, 105436, 54.16
CHEMFAB, EQ, 28-Mar-2019, 143.80, 142.00, 147.50, 141.50, 142.00, 142.05, 142.56, 4403, 6.28, 54, 3558, 80.81
CHENNPETRO, EQ, 28-Mar-2019, 260.00, 257.50, 268.00, 257.50, 267.50, 264.75, 263.33, 245723, 647.05, 5682, 47353, 19.27
CHOLAFIN, EQ, 28-Mar-2019, 1428.35, 1433.85, 1454.80, 1418.00, 1450.00, 1450.15, 1434.29, 453337, 6502.16, 32625, 160268, 35.35
CHROMATIC, BE, 28-Mar-2019, 0.95, 0.95, 1.00, 0.90, 0.90, 0.90, 0.91, 26508, 0.24, 36, -, -
CIGNITITEC, EQ, 28-Mar-2019, 302.80, 305.00, 318.40, 305.00, 314.00, 313.70, 313.70, 45231, 141.89, 734, 24002, 53.07
CIMMCO, EQ, 28-Mar-2019, 32.75, 33.55, 33.55, 32.80, 33.30, 32.85, 33.10, 12618, 4.18, 131, 9003, 71.35
CINELINE, EQ, 28-Mar-2019, 44.55, 44.25, 45.30, 43.40, 44.25, 44.00, 44.20, 22255, 9.84, 164, 19921, 89.51
CINEVISTA, BE, 28-Mar-2019, 6.00, 6.00, 6.25, 6.00, 6.10, 6.20, 6.07, 1500, 0.09, 4, -, -
CIPLA, EQ, 28-Mar-2019, 525.50, 525.30, 527.35, 522.30, 525.60, 525.60, 525.37, 4133379, 21715.57, 96008, 2449466, 59.26
CLEDUCATE, EQ, 28-Mar-2019, 120.05, 118.70, 126.00, 118.65, 122.00, 123.90, 123.31, 11051, 13.63, 152, 9924, 89.80
CLNINDIA, EQ, 28-Mar-2019, 355.10, 356.00, 374.60, 351.50, 370.00, 369.70, 366.14, 33293, 121.90, 1398, 21064, 63.27
CMICABLES, EQ, 28-Mar-2019, 137.70, 139.40, 143.90, 137.10, 138.40, 138.35, 139.99, 35353, 49.49, 908, 18325, 51.83
CNOVAPETRO, EQ, 28-Mar-2019, 17.15, 17.15, 17.75, 16.10, 17.10, 17.15, 16.45, 2115, 0.35, 16, 1862, 88.04
COALINDIA, EQ, 28-Mar-2019, 234.45, 234.40, 237.65, 232.75, 236.30, 236.10, 235.38, 20584925, 48453.29, 88477, 9261274, 44.99
COCHINSHIP, EQ, 28-Mar-2019, 397.05, 396.85, 399.00, 393.00, 395.70, 397.25, 395.91, 72853, 288.43, 4890, 46225, 63.45
COFFEEDAY, EQ, 28-Mar-2019, 289.10, 291.85, 301.00, 283.85, 294.90, 296.40, 293.14, 257098, 753.66, 5220, 164510, 63.99
COLPAL, EQ, 28-Mar-2019, 1264.80, 1259.00, 1271.80, 1250.00, 1256.90, 1251.90, 1256.05, 353385, 4438.68, 14937, 197562, 55.91
COMPINFO, EQ, 28-Mar-2019, 16.75, 17.70, 17.70, 16.50, 17.50, 17.35, 17.19, 245051, 42.12, 352, 126923, 51.79
COMPUSOFT, EQ, 28-Mar-2019, 9.40, 9.40, 9.40, 9.00, 9.20, 9.25, 9.07, 44257, 4.01, 129, 40146, 90.71
CONCOR, EQ, 28-Mar-2019, 502.50, 502.95, 514.20, 502.95, 510.00, 511.20, 511.00, 718740, 3672.80, 19772, 398148, 55.40
CONSOFINVT, EQ, 28-Mar-2019, 46.45, 47.00, 49.00, 46.75, 48.00, 48.30, 47.92, 11074, 5.31, 114, 7746, 69.95
CONTROLPR, EQ, 28-Mar-2019, 259.95, 263.75, 271.95, 263.50, 269.00, 269.20, 269.02, 6327, 17.02, 1202, 5263, 83.18
CORALFINAC, EQ, 28-Mar-2019, 16.75, 17.00, 17.95, 16.35, 17.00, 17.00, 17.14, 8367, 1.43, 247, 3987, 47.65
CORDSCABLE, EQ, 28-Mar-2019, 65.90, 65.30, 67.00, 65.30, 66.25, 66.65, 66.55, 14510, 9.66, 306, 9148, 63.05
COROMANDEL, EQ, 28-Mar-2019, 494.15, 501.00, 502.00, 485.55, 494.00, 495.80, 495.30, 221015, 1094.69, 5747, 133246, 60.29
CORPBANK, EQ, 28-Mar-2019, 28.25, 28.20, 29.35, 28.05, 28.95, 28.95, 28.65, 856513, 245.43, 3364, 370863, 43.30
COSMOFILMS, EQ, 28-Mar-2019, 192.60, 192.50, 194.80, 190.00, 191.00, 193.35, 193.11, 23778, 45.92, 559, 18323, 77.06
COUNCODOS, EQ, 28-Mar-2019, 2.15, 2.20, 2.30, 2.10, 2.20, 2.20, 2.19, 180769, 3.97, 73, 77311, 42.77
COX&KINGS, EQ, 28-Mar-2019, 139.40, 139.00, 141.30, 138.95, 139.70, 139.60, 139.92, 130991, 183.28, 5726, 97293, 74.27
CPSEETF, EQ, 28-Mar-2019, 27.15, 26.75, 27.14, 26.67, 26.92, 26.87, 26.98, 266346028, 71856.40, 45032, 242423620, 91.02
CREDITACC, EQ, 28-Mar-2019, 478.90, 474.10, 525.00, 471.90, 500.70, 500.70, 502.09, 406762, 2042.31, 19903, 220378, 54.18
CREST, EQ, 28-Mar-2019, 126.40, 128.80, 129.65, 127.05, 129.00, 128.30, 128.08, 1184, 1.52, 59, 1049, 88.60
CRISIL, EQ, 28-Mar-2019, 1481.10, 1472.00, 1478.95, 1440.50, 1445.00, 1447.80, 1454.78, 41181, 599.09, 4503, 32757, 79.54
CROMPTON, EQ, 28-Mar-2019, 214.65, 216.00, 222.00, 213.80, 220.00, 220.55, 216.01, 864639, 1867.71, 7382, 755016, 87.32
CTE, EQ, 28-Mar-2019, 43.15, 41.50, 46.00, 41.50, 44.75, 44.55, 44.86, 23255, 10.43, 203, 13836, 59.50
CUB, EQ, 28-Mar-2019, 201.10, 202.25, 202.95, 200.30, 201.00, 201.35, 201.26, 398563, 802.16, 8093, 259230, 65.04
CUBEXTUB, EQ, 28-Mar-2019, 14.95, 14.40, 15.15, 14.40, 15.15, 15.10, 14.73, 2223, 0.33, 14, 1513, 68.06
CUMMINSIND, EQ, 28-Mar-2019, 741.40, 744.90, 749.95, 736.10, 748.95, 740.30, 745.10, 585224, 4360.49, 7378, 427884, 73.11
CUPID, EQ, 28-Mar-2019, 136.80, 136.05, 148.00, 135.80, 140.80, 140.40, 143.36, 68134, 97.68, 2005, 25456, 37.36
CURATECH, BE, 28-Mar-2019, 1.35, 1.30, 1.30, 1.30, 1.30, 1.30, 1.30, 200, 0.00, 2, -, -
CYBERMEDIA, EQ, 28-Mar-2019, 4.85, 4.75, 5.00, 4.75, 4.80, 4.80, 4.82, 1901, 0.09, 16, 1811, 95.27
CYBERTECH, EQ, 28-Mar-2019, 41.55, 42.85, 44.40, 42.50, 43.25, 43.70, 43.45, 9943, 4.32, 130, 8102, 81.48
CYIENT, EQ, 28-Mar-2019, 665.85, 666.90, 673.95, 649.35, 653.75, 651.85, 661.06, 248017, 1639.54, 25606, 180490, 72.77
DAAWAT, EQ, 28-Mar-2019, 39.70, 40.00, 40.40, 38.20, 39.70, 39.60, 39.70, 879615, 349.21, 3234, 374913, 42.62
DABUR, EQ, 28-Mar-2019, 411.25, 410.00, 417.30, 407.45, 412.00, 410.95, 412.50, 6247333, 25770.37, 106217, 3609605, 57.78
DALBHARAT, EQ, 28-Mar-2019, 987.45, 990.00, 1000.00, 966.05, 995.00, 989.40, 986.02, 352603, 3476.73, 24612, 327637, 92.92
DALMIASUG, EQ, 28-Mar-2019, 121.05, 121.00, 125.00, 119.70, 120.50, 120.80, 122.94, 315444, 387.82, 2819, 109957, 34.86
