,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,38.0,38.55,37.75,37.9,37.75,38.45,27367,1046327.75,26-APR-2019,385,INE144J01027
1,21STCENMGM,EQ,23.1,23.1,23.1,23.1,23.1,23.55,108,2494.8,26-APR-2019,3,INE253B01015
2,3IINFOTECH,EQ,4.15,4.15,3.9,3.95,4.0,4.1,2342075,9353978.0,26-APR-2019,1532,INE748C01020
3,3MINDIA,EQ,24500.0,24500.0,23335.0,23510.9,23465.0,24871.0,6812,161979725.45,26-APR-2019,2312,INE470A01017
4,3PLAND,BE,11.3,11.85,11.25,11.25,11.25,11.3,1091,12406.25,26-APR-2019,11,INE105C01023
5,5PAISA,EQ,306.95,310.1,299.0,307.45,308.0,303.4,12327,3768424.0,26-APR-2019,475,INE618L01018
6,63MOONS,EQ,115.0,117.4,111.0,113.95,114.15,113.85,450157,51392646.85,26-APR-2019,5659,INE111B01023
7,8KMILES,EQ,115.0,120.95,115.0,120.95,120.95,115.2,334697,40208002.25,26-APR-2019,3256,INE650K01021
8,A2ZINFRA,EQ,17.55,18.45,17.55,17.85,17.75,17.7,697894,12555689.85,26-APR-2019,647,INE619I01012
9,AARON,SM,47.2,47.2,47.2,47.2,47.2,46.5,3000,141600.0,26-APR-2019,1,INE721Z01010
10,AARTIDRUGS,EQ,621.6,627.95,621.6,625.3,625.9,624.05,7888,4932990.6,26-APR-2019,317,INE767A01016
11,AARTIIND,EQ,1600.0,1648.0,1575.5,1637.25,1636.0,1587.8,53662,86924612.1,26-APR-2019,3862,INE769A01020
12,AARVEEDEN,EQ,23.45,23.55,22.7,23.0,22.9,23.65,6213,143490.65,26-APR-2019,58,INE273D01019
13,AAVAS,EQ,1182.0,1248.45,1154.0,1166.1,1160.0,1169.3,69980,82297932.1,26-APR-2019,4598,INE216P01012
14,ABAN,BE,58.7,58.7,56.0,56.4,56.0,57.9,41007,2337641.85,26-APR-2019,453,INE421A01028
15,ABB,EQ,1494.0,1494.0,1471.55,1481.1,1494.0,1494.4,73873,109565926.6,26-APR-2019,3487,INE117A01022
16,ABBOTINDIA,EQ,7694.0,7717.0,7350.0,7467.5,7450.05,7640.25,4937,37041061.2,26-APR-2019,1158,INE358A01014
17,ABCAPITAL,EQ,98.35,99.6,97.95,99.2,99.6,98.25,1632867,161588113.7,26-APR-2019,7347,INE674K01013
18,ABFRL,EQ,217.0,218.5,206.85,210.3,209.5,216.5,547222,116690791.95,26-APR-2019,16898,INE647O01011
19,ABGSHIP,BZ,1.6,1.6,1.5,1.5,1.55,1.55,11992,18144.2,26-APR-2019,36,INE067H01016
20,ABSLNN50ET,EQ,313.0,313.0,308.0,311.35,311.35,313.0,6,1868.05,26-APR-2019,5,INF209KB1B87
21,ACC,EQ,1628.0,1641.4,1623.35,1635.35,1636.7,1623.0,621829,1015286615.9,26-APR-2019,18338,INE012A01025
22,ACCELYA,EQ,926.5,930.0,925.0,928.55,926.5,927.2,2884,2676270.9,26-APR-2019,252,INE793A01012
23,ACE,EQ,101.5,102.5,101.0,101.15,101.25,101.5,109063,11070602.8,26-APR-2019,2048,INE731H01025
24,ADANIENT,EQ,135.0,135.65,130.25,131.4,131.0,134.75,4350584,574537235.45,26-APR-2019,45517,INE423A01024
25,ADANIGAS,EQ,147.1,147.8,142.3,143.25,143.0,146.15,293719,42392808.45,26-APR-2019,4216,INE399L01023
26,ADANIGREEN,EQ,43.55,44.0,42.5,43.0,42.95,43.8,648948,28067312.9,26-APR-2019,2601,INE364U01010
27,ADANIPORTS,EQ,387.3,393.7,385.65,391.75,391.0,389.25,1681376,657430465.1,26-APR-2019,25982,INE742F01042
28,ADANIPOWER,EQ,50.8,51.35,47.8,48.4,48.45,50.7,15899088,781466125.8,26-APR-2019,26962,INE814H01011
29,ADANITRANS,EQ,222.3,222.3,216.3,218.2,218.0,220.6,35739,7822764.9,26-APR-2019,693,INE931S01010
30,ADFFOODS,EQ,249.95,249.95,243.1,245.15,245.0,244.0,29686,7273419.95,26-APR-2019,693,INE982B01019
31,ADHUNIK,BE,1.95,2.15,1.95,2.15,2.15,2.05,22342,47669.1,26-APR-2019,43,INE400H01019
32,ADHUNIKIND,EQ,66.8,67.0,65.95,66.65,67.0,65.25,18450,1226243.95,26-APR-2019,162,INE452L01012
33,ADLABS,EQ,8.85,9.1,8.8,8.8,8.85,8.85,113113,1007221.0,26-APR-2019,237,INE172N01012
34,ADORWELD,EQ,334.45,337.0,332.6,334.15,334.0,333.05,3986,1333703.95,26-APR-2019,124,INE045A01017
35,ADROITINFO,BE,14.4,15.5,14.35,15.5,15.5,15.1,2291,32923.85,26-APR-2019,14,INE737B01033
36,ADSL,EQ,15.95,15.95,14.8,15.05,14.85,15.55,40333,619389.0,26-APR-2019,227,INE102I01027
37,ADVANIHOTR,EQ,68.1,68.1,64.4,65.6,65.0,66.95,2697,178382.95,26-APR-2019,86,INE199C01026
38,ADVENZYMES,EQ,191.25,192.65,190.6,191.2,191.2,191.25,105855,20243113.6,26-APR-2019,967,INE837H01020
39,AEGISCHEM,EQ,195.1,199.7,194.3,198.45,198.6,195.1,69157,13603127.25,26-APR-2019,1666,INE208C01025
40,AGARIND,EQ,183.35,189.9,177.0,178.5,177.0,179.7,2721,493555.55,26-APR-2019,73,INE204E01012
41,AGCNET,EQ,107.8,119.45,107.8,110.05,109.0,112.05,3758,420190.7,26-APR-2019,90,INE676A01019
42,AGLSL,EQ,58.25,58.8,57.5,58.7,58.7,58.15,4041,237054.35,26-APR-2019,78,INE517U01013
43,AGRITECH,EQ,63.35,66.4,62.0,62.75,62.85,63.85,15542,980863.1,26-APR-2019,359,INE449G01018
44,AGROPHOS,BE,66.0,69.9,66.0,69.9,69.9,67.6,141703,9901533.3,26-APR-2019,12,INE740V01019
45,AHLADA,SM,84.0,86.0,82.0,82.5,82.0,83.0,4000,335000.0,26-APR-2019,4,INE00PV01013
46,AHLEAST,EQ,237.0,237.0,236.5,236.5,236.5,236.5,249,58963.8,26-APR-2019,8,INE926K01017
47,AHLUCONT,EQ,321.4,326.5,319.9,324.55,326.0,320.95,3763,1215059.7,26-APR-2019,123,INE758C01029
48,AHLWEST,EQ,372.0,372.0,356.05,362.5,371.45,372.0,323,117819.75,26-APR-2019,21,INE915K01010
49,AIAENG,EQ,1795.15,1825.1,1770.0,1803.2,1800.0,1795.1,7962,14330773.2,26-APR-2019,1344,INE212H01026
50,AIFL,BE,10.8,11.2,10.3,10.8,10.85,10.75,26169,277758.3,26-APR-2019,99,INE428O01016
51,AIONJSW,EQ,25.4,25.55,24.25,24.55,24.5,25.1,33604,838936.75,26-APR-2019,245,INE743C01021
52,AIRAN,SM,38.5,38.85,38.5,38.85,38.85,38.5,10000,386750.0,26-APR-2019,2,INE645W01026
53,AJANTPHARM,EQ,1025.2,1037.3,1006.3,1026.65,1032.7,1029.9,437260,445889159.55,26-APR-2019,11069,INE031B01049
54,AJMERA,EQ,174.35,175.65,171.15,171.9,171.7,173.2,17573,3043578.1,26-APR-2019,743,INE298G01027
55,AKG,SM,35.5,35.5,34.0,34.0,34.0,35.0,8000,278000.0,26-APR-2019,2,INE00Y801016
56,AKSHARCHEM,EQ,333.0,340.0,328.0,337.4,334.05,329.3,1866,624704.75,26-APR-2019,111,INE542B01011
57,AKSHOPTFBR,EQ,17.1,17.15,16.95,17.0,17.1,17.1,301323,5131078.5,26-APR-2019,551,INE523B01011
58,AKZOINDIA,EQ,1739.95,1746.0,1702.05,1710.55,1702.05,1735.35,15379,26476784.7,26-APR-2019,1292,INE133A01011
59,ALANKIT,EQ,38.2,38.9,37.1,37.35,37.35,37.95,625769,23650675.6,26-APR-2019,3293,INE914E01040
60,ALBERTDAVD,EQ,388.8,394.0,386.0,389.55,387.0,388.6,2634,1026740.85,26-APR-2019,107,INE155C01010
61,ALBK,EQ,49.5,50.05,48.7,49.15,48.95,49.65,4826714,238052826.5,26-APR-2019,10029,INE428A01015
62,ALCHEM,BE,1.95,1.95,1.85,1.85,1.95,1.9,2326,4328.25,26-APR-2019,10,INE964B01033
63,ALEMBICLTD,EQ,42.0,43.5,41.95,42.7,42.85,42.25,246164,10519964.65,26-APR-2019,2020,INE426A01027
64,ALICON,EQ,630.2,642.5,630.0,637.7,634.2,640.25,1662,1060524.95,26-APR-2019,277,INE062D01024
65,ALKALI,EQ,43.6,43.9,41.4,42.1,42.2,43.85,2988,127385.55,26-APR-2019,110,INE773I01017
66,ALKEM,EQ,1704.85,1729.0,1695.1,1710.1,1703.0,1703.45,34599,59301622.65,26-APR-2019,3451,INE540L01014
67,ALKYLAMINE,EQ,891.0,891.0,825.0,836.0,831.5,872.8,5854,4920086.15,26-APR-2019,574,INE150B01021
68,ALLCARGO,EQ,111.5,114.4,111.45,114.15,114.1,111.3,100373,11379921.1,26-APR-2019,2021,INE418H01029
69,ALLSEC,BE,315.0,315.0,310.0,311.15,311.15,312.1,1749,544668.35,26-APR-2019,25,INE835G01018
70,ALMONDZ,EQ,21.3,21.65,21.0,21.6,21.6,21.7,837,17780.45,26-APR-2019,24,INE326B01027
71,ALOKTEXT,BE,4.2,4.25,4.0,4.0,4.0,4.2,4147810,16742695.25,26-APR-2019,1959,INE270A01011
72,ALPA,EQ,25.05,25.45,25.0,25.0,25.2,25.15,7587,189993.05,26-APR-2019,67,INE385I01010
73,ALPHAGEO,EQ,470.65,473.0,465.2,467.3,465.2,470.65,694,325571.25,26-APR-2019,153,INE137C01018
74,ALPSINDUS,BE,1.65,1.7,1.65,1.65,1.65,1.7,1111,1838.15,26-APR-2019,3,INE093B01015
75,AMARAJABAT,EQ,670.9,675.0,664.05,666.55,670.0,668.95,259356,173815592.35,26-APR-2019,8476,INE885A01032
76,AMBER,EQ,818.0,824.55,802.2,807.9,805.5,817.85,5821,4731585.9,26-APR-2019,584,INE371P01015
77,AMBIKCO,EQ,1127.9,1128.05,1118.0,1126.75,1128.0,1123.15,627,705207.35,26-APR-2019,71,INE540G01014
78,AMBUJACEM,EQ,223.0,226.55,221.75,226.0,226.0,220.55,2114460,474859774.25,26-APR-2019,21401,INE079A01024
79,AMDIND,EQ,21.15,21.6,20.3,20.55,21.3,20.7,5674,118168.25,26-APR-2019,37,INE005I01014
80,AMJLAND,EQ,20.0,20.7,19.7,20.4,20.5,19.7,5864,117217.15,26-APR-2019,40,INE606A01024
81,AMJUMBO,SM,50.0,50.0,50.0,50.0,50.0,49.6,2000,100000.0,26-APR-2019,1,INE749Y01014
82,AMRUTANJAN,EQ,304.8,311.85,300.85,307.95,308.1,301.0,25859,7929082.55,26-APR-2019,1020,INE098F01031
83,ANANTRAJ,EQ,31.55,31.8,31.35,31.4,31.5,31.5,153284,4833633.25,26-APR-2019,499,INE242C01024
84,ANDHRABANK,EQ,27.6,27.7,27.3,27.35,27.3,27.35,450109,12368392.3,26-APR-2019,1512,INE434A01013
85,ANDHRACEMT,BE,4.5,4.7,4.45,4.6,4.6,4.6,33963,155289.35,26-APR-2019,71,INE666E01012
86,ANDHRSUGAR,EQ,356.25,357.7,349.4,352.2,351.05,354.2,8069,2842074.65,26-APR-2019,403,INE715B01013
87,ANGIND,BZ,0.9,0.9,0.9,0.9,0.9,0.95,4999,4499.1,26-APR-2019,2,INE017D01010
88,ANIKINDS,EQ,14.7,14.8,14.2,14.65,14.7,14.9,6872,99208.1,26-APR-2019,57,INE087B01017
89,ANKITMETAL,BE,0.5,0.55,0.5,0.5,0.5,0.55,32476,16683.2,26-APR-2019,24,INE106I01010
90,ANSALAPI,EQ,11.0,11.1,10.75,10.95,11.0,10.9,45977,503925.7,26-APR-2019,144,INE436A01026
91,ANSALHSG,EQ,12.0,12.15,11.9,12.0,11.9,11.95,19719,236981.95,26-APR-2019,75,INE880B01015
92,ANTGRAPHIC,BE,0.75,0.8,0.75,0.8,0.8,0.8,88685,67142.2,26-APR-2019,65,INE414B01021
93,ANUP,EQ,475.3,477.45,473.0,474.7,473.0,479.15,21310,10127376.4,26-APR-2019,1118,INE294Z01018
94,APARINDS,EQ,667.55,671.4,656.85,661.5,666.0,670.2,696,463316.85,26-APR-2019,110,INE372A01015
95,APCL,EQ,149.0,149.0,141.15,143.5,145.85,143.45,4121,592062.75,26-APR-2019,133,INE071F01012
96,APCOTEXIND,EQ,540.9,568.0,540.0,547.8,545.0,540.6,37288,20625104.75,26-APR-2019,2275,INE116A01024
97,APEX,EQ,319.2,320.85,314.0,315.35,315.6,318.45,32767,10358509.8,26-APR-2019,990,INE346W01013
98,APLAPOLLO,EQ,1580.95,1586.05,1530.5,1546.2,1550.0,1562.3,28948,45023025.15,26-APR-2019,2209,INE702C01019
99,APLLTD,EQ,535.0,582.8,535.0,567.85,568.5,533.2,269707,153526974.05,26-APR-2019,16123,INE901L01018
100,APOLLO,EQ,131.3,134.6,127.1,128.1,128.6,129.65,15052,1957746.85,26-APR-2019,657,INE713T01010
101,APOLLOHOSP,EQ,1243.0,1254.9,1226.3,1239.2,1235.1,1246.25,242464,300108540.95,26-APR-2019,14955,INE437A01024
102,APOLLOTYRE,EQ,208.0,210.1,205.25,209.5,208.75,209.05,3470828,722134186.9,26-APR-2019,42265,INE438A01022
103,APOLSINHOT,EQ,984.95,984.95,925.0,928.15,927.0,927.2,1030,958390.8,26-APR-2019,58,INE451F01024
104,APTECHT,EQ,166.35,167.75,164.1,164.9,164.5,163.9,136547,22610540.5,26-APR-2019,2225,INE266F01018
105,ARCHIDPLY,EQ,38.15,38.2,37.0,37.05,37.05,37.25,5877,218424.9,26-APR-2019,115,INE877I01016
106,ARCHIES,EQ,22.85,23.0,22.1,22.8,22.95,22.8,19384,438907.3,26-APR-2019,136,INE731A01020
107,ARCOTECH,BE,5.2,5.25,5.15,5.25,5.2,5.0,98149,507014.4,26-APR-2019,81,INE574I01035
108,ARIES,EQ,82.2,83.2,81.1,81.55,81.15,82.75,15250,1253506.55,26-APR-2019,282,INE298I01015
109,ARIHANT,EQ,27.0,28.0,26.5,28.0,28.0,27.0,8476,232825.5,26-APR-2019,8,INE413D01011
110,ARIHANTSUP,BE,59.5,59.5,56.8,56.95,57.0,59.05,16639,981781.05,26-APR-2019,83,INE643K01018
111,ARMANFIN,EQ,356.9,356.9,347.15,347.8,355.85,355.2,4795,1703154.4,26-APR-2019,60,INE109C01017
112,AROGRANITE,EQ,50.95,52.9,50.75,50.9,50.75,50.95,6266,321454.85,26-APR-2019,114,INE210C01013
113,ARROWGREEN,EQ,74.2,75.0,73.1,74.65,74.35,74.8,2312,171800.85,26-APR-2019,74,INE570D01018
114,ARROWTEX,EQ,19.6,19.75,18.15,18.25,18.15,18.5,1995,36670.05,26-APR-2019,32,INE933J01015
115,ARSHIYA,EQ,30.45,31.7,30.25,30.3,30.35,30.95,25986,798570.9,26-APR-2019,190,INE968D01022
116,ARSSINFRA,BE,54.0,57.5,52.9,53.45,53.4,55.45,3522,191462.05,26-APR-2019,42,INE267I01010
117,ARTEDZ,SM,36.95,38.0,36.85,38.0,38.0,36.0,123000,4552950.0,26-APR-2019,12,INE00CO01016
118,ARVIND,EQ,87.7,87.85,85.25,86.05,85.95,87.65,1119261,96690583.15,26-APR-2019,6076,INE034A01011
119,ARVINDFASN,EQ,965.0,983.95,962.5,971.4,972.0,965.1,37680,36517234.65,26-APR-2019,3043,INE955V01021
120,ARVSMART,EQ,125.0,125.75,121.6,122.15,121.75,124.15,5694,701373.0,26-APR-2019,198,INE034S01021
121,ASAHIINDIA,EQ,239.0,241.9,238.05,240.25,241.0,239.75,21129,5069950.55,26-APR-2019,300,INE439A01020
122,ASAHISONG,EQ,154.05,165.0,153.0,159.85,159.5,153.45,3595,572850.1,26-APR-2019,140,INE228I01012
123,ASAL,EQ,59.1,60.35,54.05,55.6,55.45,59.05,57395,3305161.5,26-APR-2019,724,INE900C01027
124,ASHAPURMIN,BE,25.35,26.7,25.3,26.25,26.1,25.55,7966,205053.15,26-APR-2019,55,INE348A01023
125,ASHIANA,EQ,122.05,123.55,121.0,122.05,122.0,122.05,30586,3734110.1,26-APR-2019,300,INE365D01021
126,ASHIMASYN,EQ,11.2,11.8,11.15,11.35,11.35,11.6,10670,122597.4,26-APR-2019,74,INE440A01010
127,ASHOKA,EQ,129.05,129.8,127.05,127.6,127.45,129.05,50536,6491540.75,26-APR-2019,923,INE442H01029
128,ASHOKLEY,EQ,89.75,90.15,88.1,88.5,88.15,89.85,16125203,1435323203.45,26-APR-2019,70886,INE208A01029
129,ASIANHOTNR,EQ,133.05,133.05,128.05,131.55,133.0,135.7,559,73637.3,26-APR-2019,98,INE363A01022
130,ASIANPAINT,EQ,1450.0,1459.35,1436.0,1448.75,1448.0,1447.95,704193,1017384947.95,26-APR-2019,26932,INE021A01026
131,ASIANTILES,EQ,192.5,192.5,188.6,191.15,190.6,191.15,57642,11002892.25,26-APR-2019,1323,INE022I01019
132,ASPINWALL,EQ,156.05,160.2,152.2,157.55,152.25,157.85,3373,535145.15,26-APR-2019,54,INE991I01015
133,ASSAMCO,BE,2.2,2.2,2.05,2.05,2.05,2.15,177854,374007.6,26-APR-2019,105,INE442A01024
134,ASTEC,EQ,517.65,517.65,509.0,509.8,510.0,512.7,3557,1816653.35,26-APR-2019,209,INE563J01010
135,ASTERDM,EQ,148.7,149.95,145.3,146.3,145.3,148.65,22863,3366659.95,26-APR-2019,549,INE914M01019
136,ASTRAL,EQ,1216.9,1237.95,1214.8,1219.15,1216.0,1212.7,8249,10124991.3,26-APR-2019,835,INE006I01046
137,ASTRAMICRO,EQ,92.4,92.5,88.7,89.0,89.0,92.0,252007,22615846.75,26-APR-2019,1077,INE386C01029
138,ASTRAZEN,EQ,2267.55,2339.0,2241.0,2313.45,2323.0,2267.55,7590,17391531.6,26-APR-2019,1052,INE203A01020
139,ASTRON,EQ,100.4,101.0,97.5,98.2,98.45,99.25,248320,24660829.65,26-APR-2019,2548,INE646X01014
140,ATFL,EQ,587.3,587.95,579.15,579.9,580.0,580.05,5998,3479973.25,26-APR-2019,139,INE209A01019
141,ATLANTA,EQ,18.2,18.35,16.8,17.2,17.15,18.15,42498,747720.55,26-APR-2019,445,INE285H01022
142,ATLASCYCLE,BE,65.0,65.0,61.0,63.0,63.0,63.1,6755,421929.4,26-APR-2019,56,INE446A01025
143,ATUL,EQ,3470.0,3535.0,3440.25,3471.7,3473.8,3450.25,25957,90617929.0,26-APR-2019,4400,INE100A01010
144,ATULAUTO,EQ,326.6,335.5,322.9,327.45,325.15,325.15,8899,2924101.55,26-APR-2019,687,INE951D01028
145,AUBANK,EQ,627.0,639.9,621.05,637.95,638.5,625.1,433178,273666189.1,26-APR-2019,11065,INE949L01017
146,AURDIS,SM,30.0,30.0,30.0,30.0,30.0,28.6,4000,120000.0,26-APR-2019,1,INE448V01019
147,AURIONPRO,EQ,148.0,151.0,147.05,147.75,147.6,149.15,22356,3326211.6,26-APR-2019,196,INE132H01018
148,AUROPHARMA,EQ,800.5,835.6,799.05,831.15,835.0,795.55,5509641,4543862019.05,26-APR-2019,114989,INE406A01037
149,AUSOMENT,EQ,35.3,37.0,35.3,37.0,37.0,36.5,14,506.45,26-APR-2019,6,INE218C01016
150,AUTOAXLES,EQ,1197.75,1197.8,1180.0,1184.5,1185.0,1193.85,4352,5165228.6,26-APR-2019,588,INE449A01011
151,AUTOIND,EQ,49.35,49.35,47.4,47.75,47.6,48.75,9395,450083.3,26-APR-2019,145,INE718H01014
152,AUTOLITIND,EQ,37.0,39.2,36.0,36.4,36.15,37.65,7114,262545.05,26-APR-2019,92,INE448A01013
153,AVADHSUGAR,EQ,450.0,462.35,446.9,451.3,451.0,450.8,42339,19214762.95,26-APR-2019,1500,INE349W01017
154,AVANTIFEED,EQ,388.2,390.5,380.7,383.2,382.0,387.05,180919,69681549.2,26-APR-2019,5015,INE871C01038
155,AVG,SM,85.0,85.0,85.0,85.0,85.0,83.55,1200,102000.0,26-APR-2019,1,INE680Z01018
156,AVONMPL,SM,38.7,38.7,38.6,38.6,38.6,43.6,4000,154600.0,26-APR-2019,2,INE652Z01017
157,AVTNPL,EQ,24.85,24.85,24.05,24.15,24.05,24.65,24050,584446.85,26-APR-2019,147,INE488D01021
158,AXISBANK,EQ,762.0,765.15,747.25,759.9,757.4,740.9,23294204,17630317108.15,26-APR-2019,237793,INE238A01034
159,AXISCADES,EQ,54.65,54.65,51.7,52.65,52.5,54.0,135557,7166593.5,26-APR-2019,1109,INE555B01013
160,AXISGOLD,EQ,2789.95,2809.0,2789.95,2795.0,2795.0,2798.05,144,402639.9,26-APR-2019,10,INF846K01347
161,AXISNIFTY,EQ,1196.0,1196.0,1158.77,1193.99,1193.99,1157.66,34,40115.54,26-APR-2019,8,INF846K01ZL0
162,AYMSYNTEX,EQ,37.05,37.05,37.0,37.0,37.0,37.65,473,17501.1,26-APR-2019,9,INE193B01039
163,BAFNAPHARM,EQ,9.3,9.45,9.1,9.1,9.1,9.3,6536,60343.9,26-APR-2019,60,INE878I01014
164,BAGFILMS,EQ,4.6,4.7,4.5,4.6,4.65,4.65,145996,675425.35,26-APR-2019,146,INE116D01028
165,BAJAJ-AUTO,EQ,3080.0,3095.0,3030.0,3044.65,3044.7,3088.05,268298,822260103.1,26-APR-2019,22484,INE917I01010
166,BAJAJCON,EQ,329.0,331.9,325.0,330.2,331.0,330.95,79648,26200740.3,26-APR-2019,3579,INE933K01021
167,BAJAJELEC,EQ,569.8,577.5,566.0,570.3,568.0,568.9,159906,91409626.1,26-APR-2019,8728,INE193E01025
168,BAJAJFINSV,EQ,7685.1,7747.2,7625.0,7721.25,7699.9,7669.5,109306,839908861.1,26-APR-2019,13630,INE918I01018
169,BAJAJHIND,EQ,8.85,9.0,8.6,8.7,8.75,8.85,1234257,10875903.5,26-APR-2019,1421,INE306A01021
170,BAJAJHLDNG,EQ,3261.0,3298.0,3252.35,3268.6,3264.0,3272.1,14453,47299132.65,26-APR-2019,2391,INE118A01012
171,BAJFINANCE,EQ,3089.0,3105.0,3045.0,3096.85,3092.0,3081.0,613807,1888004532.95,26-APR-2019,31537,INE296A01024
172,BALAJITELE,EQ,77.1,78.05,76.5,76.8,76.95,78.0,15148,1165317.35,26-APR-2019,279,INE794B01026
173,BALAMINES,EQ,455.0,459.0,446.0,449.2,448.0,451.75,10852,4905485.0,26-APR-2019,648,INE050E01027
174,BALAXI,BE,90.7,90.7,90.7,90.7,90.7,86.4,1176,106663.2,26-APR-2019,10,INE618N01014
175,BALKRISHNA,EQ,36.7,37.7,36.15,36.9,36.9,36.7,5666,208280.05,26-APR-2019,108,INE875R01011
176,BALKRISIND,EQ,940.0,943.2,920.95,937.05,937.0,935.7,367360,341645562.05,26-APR-2019,13634,INE787D01026
177,BALLARPUR,EQ,2.7,2.7,2.55,2.65,2.6,2.65,2785148,7264318.95,26-APR-2019,396,INE294A01037
178,BALMLAWRIE,EQ,176.3,177.0,174.2,176.45,176.7,175.7,23423,4113018.4,26-APR-2019,627,INE164A01016
179,BALPHARMA,EQ,70.15,78.3,70.1,71.75,71.4,70.25,180845,13526972.15,26-APR-2019,3333,INE083D01012
180,BALRAMCHIN,EQ,146.75,148.9,144.5,147.55,147.85,145.9,1239900,182380729.05,26-APR-2019,14421,INE119A01028
181,BANARBEADS,EQ,43.85,53.3,43.8,53.3,53.3,44.45,57220,2995475.75,26-APR-2019,424,INE655B01011
182,BANARISUG,EQ,1421.0,1429.9,1410.0,1417.7,1419.0,1423.65,248,351499.7,26-APR-2019,55,INE459A01010
183,BANCOINDIA,EQ,151.5,153.65,151.1,151.55,151.6,152.05,7574,1148619.6,26-APR-2019,169,INE213C01025
184,BANDHANBNK,EQ,594.0,605.0,594.0,599.9,597.8,590.45,775197,464686086.95,26-APR-2019,21909,INE545U01014
185,BANG,EQ,40.05,41.45,39.5,41.05,40.15,40.35,16603,676025.1,26-APR-2019,617,INE863I01016
186,BANKBARODA,EQ,123.2,124.0,121.65,123.25,123.2,122.0,12210778,1500088055.6,26-APR-2019,36009,INE028A01039
187,BANKBEES,EQ,3008.7,3052.5,3008.7,3048.76,3046.0,3022.48,1588,4822569.13,26-APR-2019,203,INF732E01078
188,BANKINDIA,EQ,92.4,92.75,91.25,92.3,92.05,91.9,5312132,489359584.6,26-APR-2019,16045,INE084A01016
189,BANSAL,SM,7.15,7.2,7.15,7.2,7.2,7.5,2000,14350.0,26-APR-2019,2,INE668X01018
190,BANSWRAS,EQ,68.9,68.9,67.5,67.85,67.5,68.45,1088,73585.9,26-APR-2019,17,INE629D01012
191,BARTRONICS,EQ,6.3,6.4,6.2,6.25,6.35,6.35,30403,190248.75,26-APR-2019,81,INE855F01034
192,BASF,EQ,1359.95,1364.2,1322.1,1328.7,1325.0,1351.95,5089,6807540.05,26-APR-2019,691,INE373A01013
193,BASML,EQ,189.8,189.8,180.1,180.5,180.2,185.0,214,38822.85,26-APR-2019,24,INE186H01014
194,BATAINDIA,EQ,1465.85,1469.7,1443.0,1446.55,1446.6,1465.85,421194,611654214.35,26-APR-2019,18680,INE176A01028
195,BAYERCROP,EQ,4164.85,4210.35,3940.65,4106.85,4208.0,4187.9,19660,80864260.35,26-APR-2019,3629,INE462A01022
196,BBL,EQ,1090.0,1094.75,1082.25,1088.55,1088.0,1084.65,2207,2398443.4,26-APR-2019,245,INE464A01028
197,BBTC,EQ,1290.0,1290.0,1263.15,1271.55,1273.0,1287.1,16480,21024614.5,26-APR-2019,1133,INE050A01025
198,BCG,BE,6.45,6.45,6.45,6.45,6.45,6.15,120711,778585.95,26-APR-2019,81,INE425B01027
199,BDL,EQ,286.25,286.6,282.4,282.65,282.65,284.75,14050,3988818.55,26-APR-2019,1183,INE171Z01018
200,BEARDSELL,EQ,15.9,16.1,14.0,14.9,15.5,15.4,7515,110500.6,26-APR-2019,72,INE520H01022
201,BEDMUTHA,EQ,18.3,19.5,17.6,17.95,17.9,18.35,16063,292870.55,26-APR-2019,133,INE844K01012
202,BEL,EQ,87.5,88.55,86.55,88.15,87.95,87.05,7112723,622859546.15,26-APR-2019,28839,INE263A01024
203,BEML,EQ,910.5,913.55,890.75,895.7,894.3,904.3,1006721,905398874.15,26-APR-2019,18552,INE258A01016
204,BEPL,EQ,72.9,74.75,71.4,72.2,72.3,72.3,838636,61146853.75,26-APR-2019,3376,INE922A01025
205,BERGEPAINT,EQ,323.2,326.35,317.5,319.95,320.0,323.1,511931,164109316.95,26-APR-2019,7762,INE463A01038
206,BETA,SM,106.85,120.0,106.85,118.85,120.0,104.05,25600,2951600.0,26-APR-2019,28,INE351Y01019
207,BFINVEST,EQ,231.1,235.7,229.0,229.75,229.4,230.7,35424,8214943.8,26-APR-2019,1733,INE878K01010
208,BFUTILITIE,EQ,193.35,195.2,189.4,191.75,191.35,192.75,381233,73609871.7,26-APR-2019,9674,INE243D01012
209,BGLOBAL,BE,2.5,2.5,2.5,2.5,2.5,2.5,464,1160.0,26-APR-2019,7,INE224M01013
210,BGRENERGY,EQ,58.9,58.9,57.6,58.25,58.1,58.55,46339,2697381.9,26-APR-2019,497,INE661I01014
211,BHAGERIA,EQ,273.65,273.65,267.0,269.25,268.45,267.95,17095,4602226.8,26-APR-2019,126,INE354C01027
212,BHAGYANGR,EQ,31.45,31.5,30.0,30.7,30.65,31.1,6628,202532.15,26-APR-2019,80,INE458B01036
213,BHAGYAPROP,EQ,29.2,29.2,28.35,29.0,29.0,28.75,11078,320142.3,26-APR-2019,9,INE363W01018
214,BHANDARI,EQ,1.95,1.95,1.9,1.9,1.95,1.9,38605,73439.6,26-APR-2019,33,INE474E01029
215,BHARATFIN,EQ,1046.0,1065.5,1038.3,1055.2,1055.0,1044.55,983504,1031535153.6,26-APR-2019,41471,INE180K01011
