,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
14,AAVAS,EQ,1115.35,1119.0,1100.05,1111.25,1107.55,1110.25,5783,6412090.9,24-APR-2019,1036,INE216P01012
15,ABAN,BE,58.5,58.5,57.25,57.9,58.0,57.7,34549,2000532.0,24-APR-2019,231,INE421A01028
16,ABB,EQ,1465.0,1505.0,1460.7,1491.35,1490.0,1478.3,126137,188116283.7,24-APR-2019,6621,INE117A01022
17,ABBOTINDIA,EQ,7753.15,7847.9,7740.0,7825.75,7830.0,7789.85,1391,10845883.3,24-APR-2019,399,INE358A01014
18,ABCAPITAL,EQ,98.65,99.9,97.9,98.45,98.5,98.55,3510113,346280185.1,24-APR-2019,11641,INE674K01013
19,ABFRL,EQ,212.55,219.45,212.4,216.85,216.0,213.4,871604,188531953.3,24-APR-2019,7500,INE647O01011
20,ABGSHIP,BZ,1.6,1.7,1.6,1.6,1.6,1.65,5531,9003.15,24-APR-2019,32,INE067H01016
21,ABMINTLTD,BE,14.85,14.85,14.85,14.85,14.85,14.85,250,3712.5,24-APR-2019,1,INE251C01017
22,ABSLNN50ET,EQ,323.5,323.5,320.0,320.0,320.0,322.0,32,10345.0,24-APR-2019,2,INF209KB1B87
23,ACC,EQ,1625.0,1625.0,1570.0,1606.0,1600.7,1661.65,4505591,7166663530.25,24-APR-2019,160995,INE012A01025
24,ACCELYA,EQ,927.0,931.3,925.25,929.2,929.95,927.0,1535,1424921.15,24-APR-2019,242,INE793A01012
25,ACE,EQ,101.9,105.2,101.85,103.1,103.25,102.05,308785,31993313.1,24-APR-2019,4598,INE731H01025
26,ADANIENT,EQ,132.75,137.1,132.1,136.15,135.75,132.5,4329268,583015506.75,24-APR-2019,18780,INE423A01024
27,ADANIGAS,EQ,149.6,153.8,149.0,151.2,151.6,147.6,988450,149578312.0,24-APR-2019,10234,INE399L01023
28,ADANIGREEN,EQ,44.4,45.45,44.3,44.7,44.85,44.2,867612,38906111.8,24-APR-2019,3299,INE364U01010
29,ADANIPORTS,EQ,387.7,394.0,386.1,391.75,392.0,390.9,1674322,652223019.05,24-APR-2019,40292,INE742F01042
30,ADANIPOWER,EQ,51.4,53.0,51.05,52.7,53.0,51.1,9800225,508757247.6,24-APR-2019,18239,INE814H01011
31,ADANITRANS,EQ,217.5,222.0,217.5,219.75,219.35,217.5,33805,7437015.4,24-APR-2019,1037,INE931S01010
32,ADFFOODS,EQ,244.7,247.1,241.25,245.3,245.9,242.85,20076,4904861.9,24-APR-2019,340,INE982B01019
33,ADHUNIK,BE,2.15,2.15,2.15,2.15,2.15,2.25,60106,129227.9,24-APR-2019,52,INE400H01019
34,ADHUNIKIND,EQ,62.65,65.95,62.0,65.25,64.5,62.75,41669,2662546.9,24-APR-2019,236,INE452L01012
35,ADLABS,EQ,8.9,9.0,8.8,9.0,8.9,8.8,85239,759914.6,24-APR-2019,212,INE172N01012
36,ADORWELD,EQ,331.05,334.85,330.0,333.05,333.0,330.05,3120,1034992.25,24-APR-2019,138,INE045A01017
37,ADROITINFO,BE,15.15,15.9,15.15,15.85,15.85,15.15,317,4930.75,24-APR-2019,6,INE737B01033
38,ADSL,EQ,15.75,16.75,15.3,16.2,16.0,16.9,109897,1743081.95,24-APR-2019,561,INE102I01027
39,ADVANIHOTR,EQ,66.15,68.1,65.05,67.6,68.1,67.25,4298,289593.25,24-APR-2019,76,INE199C01026
40,ADVENZYMES,EQ,187.05,191.9,187.05,190.0,190.0,189.05,61143,11638007.6,24-APR-2019,1200,INE837H01020
41,AEGISCHEM,EQ,191.9,197.0,189.05,196.6,196.0,189.0,117909,22884103.65,24-APR-2019,3485,INE208C01025
42,AGARIND,EQ,177.3,185.0,177.3,181.75,180.0,177.3,15460,2821439.45,24-APR-2019,278,INE204E01012
43,AGCNET,EQ,113.25,114.8,112.8,113.7,112.85,113.25,3350,382620.55,24-APR-2019,42,INE676A01019
44,AGLSL,EQ,57.45,58.9,57.15,57.2,57.2,58.8,759,43953.15,24-APR-2019,27,INE517U01013
45,AGRITECH,EQ,62.9,69.45,61.65,64.85,65.25,60.75,157360,10507023.85,24-APR-2019,2288,INE449G01018
46,AGROPHOS,BE,65.1,70.8,64.7,69.95,70.0,67.85,4872,327981.7,24-APR-2019,22,INE740V01019
47,AHLADA,SM,74.0,74.0,74.0,74.0,74.0,75.0,2000,148000.0,24-APR-2019,2,INE00PV01013
48,AHLEAST,EQ,240.2,240.2,235.2,236.0,236.0,238.0,1085,258099.0,24-APR-2019,8,INE926K01017
49,AHLUCONT,EQ,319.9,324.9,316.5,322.6,320.5,321.85,2570,821339.5,24-APR-2019,150,INE758C01029
50,AHLWEST,EQ,379.0,379.0,379.0,379.0,379.0,378.45,10,3790.0,24-APR-2019,1,INE915K01010
51,AIAENG,EQ,1809.5,1809.5,1790.45,1800.5,1799.95,1809.5,13128,23635377.1,24-APR-2019,1846,INE212H01026
52,AIFL,BE,10.9,11.1,10.7,10.95,10.9,10.95,13780,150247.35,24-APR-2019,82,INE428O01016
53,AIONJSW,EQ,25.4,25.6,24.5,25.35,25.4,25.1,53830,1359276.9,24-APR-2019,341,INE743C01021
54,AIRAN,SM,36.5,39.0,36.5,38.7,38.75,36.4,140000,5390000.0,24-APR-2019,24,INE645W01026
55,AIROLAM,SM,29.0,29.0,29.0,29.0,29.0,30.0,3000,87000.0,24-APR-2019,1,INE801L01010
56,AISL,SM,70.05,70.05,65.6,67.8,65.6,66.05,2400,162780.0,24-APR-2019,2,INE635Y01015
57,AJANTPHARM,EQ,1029.05,1039.5,1016.0,1023.35,1021.8,1028.05,118471,121542060.8,24-APR-2019,4254,INE031B01049
58,AJMERA,EQ,173.55,178.85,173.55,176.95,176.55,175.2,19743,3486153.15,24-APR-2019,734,INE298G01027
59,AKG,SM,35.5,35.5,34.0,34.0,34.0,33.5,180000,6360000.0,24-APR-2019,8,INE00Y801016
60,AKSHARCHEM,EQ,338.0,342.0,330.05,337.25,341.0,338.95,3036,1020849.05,24-APR-2019,137,INE542B01011
61,AKSHOPTFBR,EQ,17.65,17.7,17.0,17.1,17.1,17.5,347927,5978699.5,24-APR-2019,952,INE523B01011
62,AKZOINDIA,EQ,1750.0,1767.9,1739.3,1754.2,1753.0,1744.1,1771,3097718.25,24-APR-2019,397,INE133A01011
63,ALANKIT,EQ,35.65,37.4,35.2,37.25,37.1,35.75,670582,24185516.15,24-APR-2019,4174,INE914E01040
64,ALBERTDAVD,EQ,391.0,395.35,387.0,390.05,388.0,391.85,3184,1243214.85,24-APR-2019,148,INE155C01010
65,ALBK,EQ,49.5,50.1,49.0,49.85,49.95,49.35,4568906,226220752.3,24-APR-2019,12745,INE428A01015
66,ALCHEM,BE,1.85,1.9,1.8,1.9,1.9,1.85,2124,3920.25,24-APR-2019,14,INE964B01033
67,ALEMBICLTD,EQ,42.55,42.8,42.25,42.45,42.5,42.5,33860,1437582.85,24-APR-2019,280,INE426A01027
68,ALICON,EQ,642.65,645.65,632.55,634.15,637.0,632.35,3960,2518886.55,24-APR-2019,458,INE062D01024
69,ALKALI,EQ,43.75,45.0,43.0,44.3,44.2,43.75,5079,223722.4,24-APR-2019,67,INE773I01017
70,ALKEM,EQ,1733.9,1740.0,1713.0,1722.2,1718.0,1725.8,19153,33151325.55,24-APR-2019,2925,INE540L01014
71,ALKYLAMINE,EQ,908.95,908.95,875.1,886.9,890.0,888.7,2805,2478786.3,24-APR-2019,278,INE150B01021
72,ALLCARGO,EQ,114.0,114.0,111.0,112.6,112.35,112.95,186401,20964465.0,24-APR-2019,3311,INE418H01029
73,ALLSEC,BE,312.0,314.45,310.05,310.65,310.3,310.1,41850,12993947.35,24-APR-2019,78,INE835G01018
74,ALMONDZ,EQ,21.6,21.85,21.05,21.55,21.7,21.9,697,15040.45,24-APR-2019,25,INE326B01027
75,ALOKTEXT,BE,4.55,4.55,4.3,4.4,4.4,4.5,3027860,13203745.7,24-APR-2019,1514,INE270A01011
76,ALPA,EQ,25.3,26.0,25.0,25.1,25.2,25.3,14920,375186.9,24-APR-2019,124,INE385I01010
77,ALPHAGEO,EQ,478.95,478.95,465.65,468.3,467.05,472.8,2850,1341747.45,24-APR-2019,286,INE137C01018
78,AMARAJABAT,EQ,678.8,680.0,671.0,674.35,675.05,675.4,291257,196888122.3,24-APR-2019,12077,INE885A01032
79,AMBER,EQ,825.25,840.0,824.0,825.45,824.9,832.5,3415,2828953.35,24-APR-2019,463,INE371P01015
80,AMBIKCO,EQ,1129.85,1130.0,1116.0,1122.35,1124.0,1129.5,1910,2150564.9,24-APR-2019,211,INE540G01014
81,AMBUJACEM,EQ,223.0,226.35,216.05,224.1,222.15,226.8,6235599,1372221127.85,24-APR-2019,75348,INE079A01024
82,AMDIND,EQ,20.6,20.95,20.45,20.9,20.95,20.5,2164,44615.1,24-APR-2019,17,INE005I01014
83,AMJLAND,EQ,19.55,19.85,19.0,19.25,19.2,19.85,3213,62184.65,24-APR-2019,53,INE606A01024
84,AMRUTANJAN,EQ,302.5,305.95,301.0,303.5,303.5,302.2,7585,2304996.95,24-APR-2019,443,INE098F01031
85,ANANTRAJ,EQ,31.6,32.05,31.6,31.95,32.05,31.55,165846,5277817.0,24-APR-2019,546,INE242C01024
86,ANDHRABANK,EQ,27.55,27.85,27.3,27.6,27.7,27.55,627262,17238029.15,24-APR-2019,2067,INE434A01013
87,ANDHRACEMT,BE,4.8,4.85,4.45,4.55,4.55,4.65,54766,256506.75,24-APR-2019,99,INE666E01012
88,ANDHRSUGAR,EQ,345.45,356.95,342.7,353.65,353.9,345.45,21621,7615320.05,24-APR-2019,883,INE715B01013
89,ANGIND,BZ,0.9,0.9,0.85,0.9,0.9,0.9,6188,5356.1,24-APR-2019,24,INE017D01010
90,ANIKINDS,EQ,14.8,15.25,14.7,14.85,14.85,15.0,1243,18598.1,24-APR-2019,23,INE087B01017
91,ANKITMETAL,BE,0.55,0.55,0.45,0.55,0.55,0.5,8437,4298.35,24-APR-2019,11,INE106I01010
92,ANSALAPI,EQ,10.75,11.5,10.75,11.0,10.95,10.85,95952,1058346.7,24-APR-2019,267,INE436A01026
93,ANSALHSG,EQ,12.15,12.45,12.0,12.1,12.1,12.15,24336,295146.55,24-APR-2019,110,INE880B01015
94,ANTGRAPHIC,BE,0.7,0.75,0.7,0.75,0.75,0.7,173657,124928.35,24-APR-2019,62,INE414B01021
95,ANUP,EQ,482.0,485.0,469.5,481.2,477.8,476.25,27273,13026741.45,24-APR-2019,1962,INE294Z01018
96,APARINDS,EQ,678.05,684.8,672.1,680.8,673.05,684.5,2554,1736061.7,24-APR-2019,204,INE372A01015
97,APCL,EQ,135.0,138.35,134.4,134.95,134.5,137.25,1619,220012.85,24-APR-2019,120,INE071F01012
98,APCOTEXIND,EQ,545.0,545.0,535.1,542.05,542.3,539.2,5312,2871371.0,24-APR-2019,296,INE116A01024
99,APEX,EQ,322.95,326.0,318.4,319.9,319.7,320.8,30531,9806991.0,24-APR-2019,1204,INE346W01013
100,APLAPOLLO,EQ,1604.3,1612.0,1560.0,1589.95,1600.0,1591.55,36903,58765577.2,24-APR-2019,1856,INE702C01019
101,APLLTD,EQ,532.0,547.9,529.85,530.3,531.65,542.75,43078,23135657.3,24-APR-2019,2684,INE901L01018
102,APOLLO,EQ,131.65,131.7,127.7,129.7,129.5,129.75,10494,1360556.95,24-APR-2019,346,INE713T01010
103,APOLLOHOSP,EQ,1242.9,1268.7,1222.0,1228.8,1229.4,1242.9,569926,707126878.0,24-APR-2019,23069,INE437A01024
104,APOLLOTYRE,EQ,211.0,211.9,207.75,209.0,209.2,211.95,2273549,474970313.6,24-APR-2019,29954,INE438A01022
105,APOLSINHOT,EQ,922.55,987.9,922.5,942.3,937.1,947.6,337,317558.7,24-APR-2019,50,INE451F01024
106,APTECHT,EQ,165.7,170.75,163.55,167.0,166.75,165.45,155110,25942693.9,24-APR-2019,2525,INE266F01018
107,ARCHIDPLY,EQ,37.6,37.9,36.75,37.6,37.4,37.65,12648,470096.65,24-APR-2019,244,INE877I01016
108,ARCHIES,EQ,22.8,23.3,22.5,22.65,22.9,22.9,124611,2832209.05,24-APR-2019,275,INE731A01020
109,ARCOTECH,BE,5.2,5.3,5.0,5.2,5.25,5.2,18638,95495.05,24-APR-2019,68,INE574I01035
110,ARIES,EQ,83.95,85.3,82.5,83.8,83.4,83.7,23869,2002139.85,24-APR-2019,350,INE298I01015
111,ARIHANT,EQ,27.45,28.6,26.55,28.3,28.6,27.45,180,5096.0,24-APR-2019,4,INE413D01011
112,ARIHANTSUP,BE,57.4,60.0,57.4,59.25,59.8,59.65,14715,876649.35,24-APR-2019,59,INE643K01018
113,ARMANFIN,EQ,359.0,360.0,355.0,356.85,357.0,355.2,5528,1977141.2,24-APR-2019,97,INE109C01017
114,AROGRANITE,EQ,48.75,50.75,48.75,50.2,50.0,48.55,6449,324105.45,24-APR-2019,117,INE210C01013
115,ARROWGREEN,EQ,77.1,77.65,74.6,74.8,74.7,77.55,9446,711914.65,24-APR-2019,219,INE570D01018
116,ARROWTEX,EQ,19.25,19.5,18.2,19.15,19.0,18.65,19009,364081.35,24-APR-2019,100,INE933J01015
117,ARSHIYA,EQ,31.6,31.6,30.05,30.6,30.75,30.85,47717,1453139.65,24-APR-2019,209,INE968D01022
118,ARSSINFRA,EQ,52.7,57.7,52.7,53.0,52.8,55.45,61036,3265977.15,24-APR-2019,538,INE267I01010
119,ARTEDZ,SM,36.0,37.3,36.0,37.3,37.3,34.0,9000,330900.0,24-APR-2019,3,INE00CO01016
120,ARVIND,EQ,86.4,88.55,85.3,88.3,88.4,86.25,1453557,126346779.25,24-APR-2019,9570,INE034A01011
121,ARVINDFASN,EQ,957.0,970.0,956.1,959.95,960.0,962.25,39474,37920888.7,24-APR-2019,4525,INE955V01021
122,ARVSMART,EQ,122.05,129.9,120.0,125.55,126.5,121.4,10898,1352941.75,24-APR-2019,446,INE034S01021
123,ASAHIINDIA,EQ,244.0,245.65,238.05,241.6,241.2,243.9,8698,2095404.6,24-APR-2019,412,INE439A01020
124,ASAHISONG,EQ,154.95,155.0,151.95,152.1,153.0,154.6,1085,165582.05,24-APR-2019,85,INE228I01012
125,ASAL,EQ,53.05,53.75,51.15,52.95,52.8,53.15,13916,727925.05,24-APR-2019,221,INE900C01027
126,ASHAPURMIN,BE,26.65,27.0,26.25,26.55,26.55,26.75,11124,294528.4,24-APR-2019,122,INE348A01023
127,ASHIANA,EQ,120.35,120.35,116.8,119.7,119.55,119.6,34626,4149111.6,24-APR-2019,209,INE365D01021
128,ASHIMASYN,EQ,11.45,11.9,11.4,11.45,11.4,11.5,15066,174314.45,24-APR-2019,58,INE440A01010
129,ASHOKA,EQ,129.0,130.45,128.2,129.8,129.5,127.85,117130,15195512.85,24-APR-2019,1735,INE442H01029
130,ASHOKLEY,EQ,91.6,92.5,90.55,91.25,91.45,91.55,17671024,1611480133.6,24-APR-2019,70020,INE208A01029
131,ASIANHOTNR,EQ,132.15,134.95,132.15,133.65,134.95,132.15,95,12695.15,24-APR-2019,9,INE363A01022
132,ASIANPAINT,EQ,1436.0,1459.4,1431.0,1450.05,1449.3,1431.0,1154712,1674030811.95,24-APR-2019,48273,INE021A01026
133,ASIANTILES,EQ,198.75,199.9,191.0,193.5,192.0,197.3,54012,10508163.7,24-APR-2019,968,INE022I01019
134,ASLIND,SM,16.7,16.7,16.7,16.7,16.7,15.4,4000,66800.0,24-APR-2019,1,INE617I01024
135,ASPINWALL,EQ,160.0,160.0,151.95,152.9,152.0,160.0,2393,370789.1,24-APR-2019,80,INE991I01015
136,ASSAMCO,BE,2.0,2.15,2.0,2.05,2.05,2.05,83746,168537.35,24-APR-2019,77,INE442A01024
137,ASTEC,EQ,525.0,525.0,514.65,516.5,516.5,525.05,4204,2176258.2,24-APR-2019,337,INE563J01010
138,ASTERDM,EQ,148.4,151.5,148.4,149.25,148.9,149.85,41114,6157425.85,24-APR-2019,1367,INE914M01019
139,ASTRAL,EQ,1242.85,1245.0,1230.1,1234.1,1235.05,1225.05,53241,66024709.15,24-APR-2019,1506,INE006I01046
140,ASTRAMICRO,EQ,91.7,95.7,91.45,92.8,92.85,91.05,359950,33750715.9,24-APR-2019,1889,INE386C01029
141,ASTRAZEN,EQ,2226.75,2262.0,2220.0,2251.45,2262.0,2221.7,5819,13075530.45,24-APR-2019,1715,INE203A01020
142,ASTRON,EQ,100.1,101.7,99.15,100.65,100.5,98.6,161787,16282014.35,24-APR-2019,2053,INE646X01014
143,ATFL,EQ,587.65,587.65,580.0,580.1,580.0,580.3,3751,2180394.3,24-APR-2019,407,INE209A01019
144,ATLANTA,EQ,17.65,18.55,17.35,18.3,18.35,18.1,16351,295413.6,24-APR-2019,404,INE285H01022
145,ATLASCYCLE,BE,63.9,63.95,61.5,62.2,62.5,63.1,5367,335496.6,24-APR-2019,93,INE446A01025
146,ATNINTER,BE,0.35,0.35,0.35,0.35,0.35,0.3,35184,12314.4,24-APR-2019,17,INE803A01027
147,ATUL,EQ,3519.95,3519.95,3431.5,3478.75,3475.0,3498.0,7088,24640281.7,24-APR-2019,1514,INE100A01010
148,ATULAUTO,EQ,330.0,333.4,326.0,326.9,326.0,332.85,6583,2165640.1,24-APR-2019,500,INE951D01028
149,AUBANK,EQ,616.9,616.9,600.05,610.85,614.9,609.65,586243,356537331.6,24-APR-2019,18995,INE949L01017
150,AURIONPRO,EQ,149.9,152.0,148.0,149.0,150.95,147.75,10229,1528141.9,24-APR-2019,183,INE132H01018
151,AUROPHARMA,EQ,781.45,787.0,777.2,785.3,784.8,778.6,872050,681912527.1,24-APR-2019,28209,INE406A01037
152,AUSOMENT,EQ,37.85,37.85,35.4,36.55,36.5,36.25,5180,189084.9,24-APR-2019,25,INE218C01016
153,AUTOAXLES,EQ,1215.9,1220.8,1195.0,1212.35,1210.0,1210.35,4115,4968516.0,24-APR-2019,370,INE449A01011
154,AUTOIND,EQ,48.65,49.55,48.6,49.05,49.05,49.35,2121,104114.4,24-APR-2019,40,INE718H01014
155,AUTOLITIND,EQ,37.05,37.7,36.5,36.8,36.8,37.15,574,21259.1,24-APR-2019,19,INE448A01013
156,AVADHSUGAR,EQ,440.0,444.7,436.0,441.6,438.2,440.25,11861,5230565.45,24-APR-2019,552,INE349W01017
157,AVANTIFEED,EQ,390.7,393.5,387.05,389.6,389.5,389.2,163780,63910405.6,24-APR-2019,5838,INE871C01038
158,AVTNPL,EQ,24.65,24.9,24.5,24.55,24.5,24.65,13434,330328.75,24-APR-2019,75,INE488D01021
159,AXISBANK,EQ,754.7,755.7,738.35,752.85,750.9,753.25,7825049,5850993024.45,24-APR-2019,122901,INE238A01034
160,AXISCADES,EQ,56.0,56.3,54.0,54.6,54.45,55.5,24518,1349378.95,24-APR-2019,473,INE555B01013
161,AXISGOLD,EQ,2778.95,2795.0,2776.45,2780.4,2778.0,2766.0,109,303443.1,24-APR-2019,29,INF846K01347
162,AXISNIFTY,EQ,1188.87,1188.87,1178.73,1188.87,1188.87,1176.76,53,62629.71,24-APR-2019,10,INF846K01ZL0
163,AYMSYNTEX,EQ,37.05,38.55,35.55,38.0,37.15,36.9,5765,216752.15,24-APR-2019,49,INE193B01039
164,BAFNAPHARM,EQ,9.4,9.6,9.25,9.35,9.25,9.2,14574,136045.55,24-APR-2019,76,INE878I01014
165,BAGFILMS,EQ,4.7,4.7,4.6,4.65,4.7,4.6,35470,165024.35,24-APR-2019,92,INE116D01028
166,BAJAJ-AUTO,EQ,3035.0,3082.85,3025.2,3075.8,3073.95,3039.15,524013,1596248696.0,24-APR-2019,41872,INE917I01010
167,BAJAJCON,EQ,336.7,336.7,327.05,330.55,330.0,333.95,39066,12906893.8,24-APR-2019,1880,INE933K01021
168,BAJAJELEC,EQ,560.7,573.7,560.0,563.45,565.0,560.7,243918,138559832.1,24-APR-2019,9052,INE193E01025
169,BAJAJFINSV,EQ,7490.0,7672.5,7475.55,7637.95,7667.45,7495.05,133887,1013326333.95,24-APR-2019,17548,INE918I01018
170,BAJAJHIND,EQ,8.55,8.65,8.3,8.35,8.35,8.5,1002108,8432134.1,24-APR-2019,1048,INE306A01021
171,BAJAJHLDNG,EQ,3300.0,3335.0,3293.05,3300.45,3298.0,3291.75,31159,102936842.0,24-APR-2019,2691,INE118A01012
172,BAJFINANCE,EQ,3035.0,3099.0,3032.0,3093.05,3089.4,3035.05,990580,3037933480.2,24-APR-2019,47446,INE296A01024
173,BALAJITELE,EQ,76.75,77.3,75.7,76.55,76.5,76.95,29077,2223743.1,24-APR-2019,469,INE794B01026
174,BALAMINES,EQ,459.0,465.4,446.05,451.25,447.45,456.25,18235,8268336.05,24-APR-2019,1251,INE050E01027
175,BALAXI,BE,82.3,82.3,82.3,82.3,82.3,78.4,1260,103698.0,24-APR-2019,8,INE618N01014
176,BALKRISHNA,EQ,37.05,37.75,37.05,37.15,37.1,37.3,1518,56509.45,24-APR-2019,41,INE875R01011
177,BALKRISIND,EQ,965.95,969.35,947.5,952.45,955.0,962.4,179365,171610685.7,24-APR-2019,5018,INE787D01026
178,BALLARPUR,EQ,2.55,2.6,2.5,2.55,2.6,2.55,428433,1088070.9,24-APR-2019,383,INE294A01037
179,BALMLAWRIE,EQ,177.5,178.2,175.8,176.6,176.75,176.25,19241,3408800.65,24-APR-2019,508,INE164A01016
180,BALPHARMA,EQ,71.05,71.05,69.5,70.35,70.05,70.95,8510,599567.65,24-APR-2019,166,INE083D01012
181,BALRAMCHIN,EQ,142.95,142.95,140.2,141.1,141.25,141.15,522557,73788176.35,24-APR-2019,6426,INE119A01028
182,BANARBEADS,EQ,41.35,49.3,41.35,47.55,46.0,41.35,14497,675115.65,24-APR-2019,168,INE655B01011
183,BANARISUG,EQ,1472.05,1472.05,1440.0,1442.2,1440.0,1459.9,745,1078855.95,24-APR-2019,84,INE459A01010
184,BANCOINDIA,EQ,155.1,155.3,153.0,154.75,154.05,154.0,8755,1347777.95,24-APR-2019,225,INE213C01025
185,BANDHANBNK,EQ,582.75,609.9,580.0,605.5,606.15,575.75,2421671,1446007785.3,24-APR-2019,38856,INE545U01014
186,BANG,EQ,36.35,38.2,35.8,37.95,38.0,36.0,17749,663355.35,24-APR-2019,149,INE863I01016
187,BANKBARODA,EQ,123.9,125.45,122.7,125.1,125.05,123.1,12660017,1571230348.95,24-APR-2019,38887,INE028A01039
188,BANKBEES,EQ,3062.7,3122.8,2998.5,3039.22,3044.0,3002.67,1520,4599695.0,24-APR-2019,353,INF732E01078
189,BANKINDIA,EQ,92.5,93.55,91.0,93.05,93.0,91.65,6643762,611498864.85,24-APR-2019,19506,INE084A01016
190,BANSAL,SM,7.25,7.25,7.25,7.25,7.25,7.2,1000,7250.0,24-APR-2019,1,INE668X01018
191,BANSWRAS,EQ,66.8,68.4,66.7,67.6,67.5,66.1,1783,120484.3,24-APR-2019,22,INE629D01012
192,BARTRONICS,EQ,6.3,6.4,6.25,6.25,6.25,6.3,5390,34003.85,24-APR-2019,26,INE855F01034
193,BASF,EQ,1389.95,1392.0,1365.1,1369.7,1369.0,1385.75,8944,12294910.55,24-APR-2019,972,INE373A01013
194,BASML,EQ,181.35,187.9,180.25,187.25,185.0,182.3,528,96832.4,24-APR-2019,42,INE186H01014
195,BATAINDIA,EQ,1443.15,1469.2,1439.4,1464.2,1464.0,1445.55,1101109,1603237511.9,24-APR-2019,32820,INE176A01028
196,BAYERCROP,EQ,4201.65,4300.05,4180.1,4248.45,4215.2,4181.65,5022,21292798.95,24-APR-2019,1691,INE462A01022
197,BBL,EQ,1100.0,1108.75,1076.25,1099.4,1090.0,1073.1,5977,6514932.7,24-APR-2019,932,INE464A01028
198,BBTC,EQ,1276.0,1286.9,1265.5,1281.15,1283.0,1272.15,21272,27188742.95,24-APR-2019,1513,INE050A01025
199,BCG,BE,5.9,5.9,5.9,5.9,5.9,5.65,74965,442293.5,24-APR-2019,64,INE425B01027
200,BCONCEPTS,SM,65.0,65.0,65.0,65.0,65.0,65.55,3000,195000.0,24-APR-2019,1,INE977Y01011
201,BDL,EQ,283.6,286.0,283.6,284.55,284.05,283.15,11712,3333279.4,24-APR-2019,1002,INE171Z01018
202,BEARDSELL,EQ,15.75,15.85,15.75,15.85,15.85,15.8,121,1916.15,24-APR-2019,5,INE520H01022
203,BEDMUTHA,EQ,17.6,21.0,17.6,18.7,18.5,17.6,226629,4501895.35,24-APR-2019,1001,INE844K01012
204,BEL,EQ,88.5,89.2,87.5,88.4,88.55,88.4,6804511,600089047.15,24-APR-2019,38580,INE263A01024
205,BEML,EQ,904.3,921.8,904.3,906.45,905.0,901.55,1432012,1305391231.1,24-APR-2019,27804,INE258A01016
206,BEPL,EQ,75.55,76.0,73.4,74.3,73.75,75.25,626290,46560805.15,24-APR-2019,3440,INE922A01025
207,BERGEPAINT,EQ,320.0,324.5,318.2,322.8,322.8,318.05,327270,105362820.3,24-APR-2019,4603,INE463A01038
208,BETA,SM,104.0,104.1,104.0,104.05,104.0,108.25,3200,332880.0,24-APR-2019,4,INE351Y01019
209,BFINVEST,EQ,232.0,237.85,230.7,233.6,232.9,230.7,25934,6052877.15,24-APR-2019,1121,INE878K01010
210,BFUTILITIE,EQ,194.1,195.95,192.45,194.3,193.55,192.65,345849,67133627.2,24-APR-2019,7067,INE243D01012
211,BGLOBAL,BE,2.35,2.45,2.35,2.45,2.45,2.45,5203,12237.25,24-APR-2019,22,INE224M01013
212,BGRENERGY,EQ,58.55,59.3,58.1,58.75,58.9,58.4,41661,2447621.2,24-APR-2019,566,INE661I01014
213,BHAGERIA,EQ,267.0,269.0,262.4,268.9,267.0,265.65,5597,1502866.7,24-APR-2019,100,INE354C01027
