,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
477,ESSARSHPNG,EQ,13.8,13.8,13.0,13.0,13.1,14.4,82500,1080543.75,24-APR-2019,367,INE122M01019
478,ESSDEE,EQ,12.5,12.9,12.4,12.7,12.5,12.5,6886,87787.35,24-APR-2019,92,INE825H01017
479,ESSELPACK,EQ,135.0,135.9,133.65,134.15,134.2,133.65,555447,74544635.7,24-APR-2019,1957,INE255A01020
480,ESTER,EQ,33.35,34.5,33.1,34.25,34.5,33.0,27825,946025.8,24-APR-2019,332,INE778B01029
481,EUROCERA,BE,1.2,1.25,1.2,1.25,1.2,1.2,4841,5959.2,24-APR-2019,6,INE649H01011
482,EUROMULTI,BE,0.65,0.7,0.65,0.7,0.7,0.7,1501,1025.7,24-APR-2019,4,INE063J01011
483,EUROTEXIND,EQ,15.85,15.9,15.85,15.9,15.9,15.2,10,158.75,24-APR-2019,2,INE022C01012
484,EVEREADY,EQ,166.0,168.7,153.4,154.45,154.3,166.05,875592,138190975.95,24-APR-2019,10882,INE128A01029
485,EVERESTIND,EQ,438.25,442.15,425.65,431.3,433.1,438.25,24023,10414468.3,24-APR-2019,1552,INE295A01018
486,EXCEL,EQ,1.5,1.5,1.5,1.5,1.5,1.55,4652,6978.0,24-APR-2019,27,INE688J01015
487,EXCELCROP,EQ,3575.8,3575.8,3469.25,3499.85,3469.25,3514.15,1322,4656337.7,24-APR-2019,582,INE223G01017
488,EXCELINDUS,EQ,1074.95,1074.95,1025.95,1029.7,1032.0,1056.35,5629,5840209.35,24-APR-2019,1229,INE369A01029
489,EXIDEIND,EQ,218.8,219.25,216.05,217.95,218.35,218.4,805172,175225893.45,24-APR-2019,11327,INE302A01020
490,FACT,EQ,37.5,37.5,36.2,36.4,36.35,35.45,94502,3450020.4,24-APR-2019,870,INE188A01015
491,FAIRCHEM,EQ,466.0,466.0,451.1,455.15,455.05,464.85,10834,4951765.65,24-APR-2019,367,INE959A01019
492,FCL,EQ,40.2,41.0,39.85,40.2,40.4,40.1,126194,5103528.8,24-APR-2019,859,INE045J01026
493,FCONSUMER,EQ,43.15,43.65,43.15,43.4,43.55,43.05,544919,23643520.05,24-APR-2019,2601,INE220J01025
494,FCSSOFT,EQ,0.2,0.25,0.2,0.2,0.25,0.25,588134,131753.45,24-APR-2019,145,INE512B01022
495,FDC,EQ,164.0,164.95,162.9,164.2,163.5,162.35,11817,1935666.0,24-APR-2019,295,INE258B01022
496,FEDERALBNK,EQ,95.9,96.0,94.8,95.35,95.0,95.05,5636592,537521864.0,24-APR-2019,16770,INE171A01029
497,FEL,EQ,36.9,36.9,36.3,36.65,36.4,36.4,104453,3827781.9,24-APR-2019,508,INE623B01027
498,FELDVR,EQ,35.0,37.5,34.8,35.85,35.9,34.7,2969,106202.5,24-APR-2019,52,IN9623B01058
499,FIEMIND,EQ,493.0,497.95,490.15,493.65,494.0,496.55,3112,1538100.45,24-APR-2019,244,INE737H01014
500,FILATEX,EQ,50.5,52.2,49.55,50.75,51.15,50.15,387765,19735615.4,24-APR-2019,1762,INE816B01027
501,FINCABLES,EQ,455.4,463.9,446.2,455.05,455.8,455.3,164083,74112621.25,24-APR-2019,3722,INE235A01022
502,FINEORG,EQ,1332.75,1399.4,1322.0,1383.3,1390.0,1320.7,21012,28797610.8,24-APR-2019,2599,INE686Y01026
503,FINPIPE,EQ,470.0,471.1,458.0,462.4,461.85,466.15,21106,9809254.5,24-APR-2019,1032,INE183A01016
504,FIVECORE,SM,35.1,35.1,35.1,35.1,35.1,36.9,1000,35100.0,24-APR-2019,1,INE574Z01013
505,FLEXITUFF,EQ,46.4,48.2,45.0,45.75,45.75,47.0,2639,122780.05,24-APR-2019,180,INE060J01017
506,FLFL,EQ,482.9,483.9,477.05,482.65,483.0,481.25,34664,16705113.8,24-APR-2019,385,INE452O01016
507,FMGOETZE,EQ,585.9,585.9,566.75,569.7,571.25,577.35,13591,7808265.05,24-APR-2019,6425,INE529A01010
508,FMNL,BE,39.55,41.75,39.55,40.4,40.25,40.4,3339,135559.0,24-APR-2019,44,INE360L01017
509,FOCUS,SM,132.0,132.0,130.25,130.25,130.25,133.0,15000,1968250.0,24-APR-2019,8,INE593W01010
510,FORTIS,EQ,139.9,139.9,139.0,139.15,139.0,139.5,444148,61823373.8,24-APR-2019,2123,INE061F01013
511,FOSECOIND,EQ,1438.3,1438.3,1417.4,1428.3,1424.9,1438.3,114,162922.3,24-APR-2019,34,INE519A01011
512,FOURTHDIM,SM,23.8,23.8,23.8,23.8,23.8,23.9,1000,23800.0,24-APR-2019,1,INE382T01014
513,FRETAIL,EQ,426.9,429.9,420.5,423.25,424.0,425.3,132409,56142122.5,24-APR-2019,3681,INE752P01024
514,FSC,EQ,563.05,568.6,553.25,555.6,553.25,563.75,5310,2973107.65,24-APR-2019,351,INE935Q01015
515,FSL,EQ,51.0,51.75,50.5,51.35,51.4,50.75,2473418,126747295.2,24-APR-2019,12847,INE684F01012
516,GABRIEL,EQ,143.5,145.7,143.25,143.85,143.5,144.75,26296,3789440.4,24-APR-2019,1438,INE524A01029
517,GAEL,EQ,210.05,213.85,209.25,210.35,212.0,212.0,52437,11023389.0,24-APR-2019,834,INE036B01022
518,GAIL,EQ,341.1,348.0,339.7,346.05,346.5,339.45,3445166,1185712544.6,24-APR-2019,69348,INE129A01019
519,GAL,EQ,4.8,4.8,4.4,4.45,4.45,4.65,13034,58309.95,24-APR-2019,50,INE482J01021
520,GALAXYSURF,EQ,1006.6,1006.6,990.0,1000.9,1002.0,1003.6,21324,21358096.85,24-APR-2019,287,INE600K01018
521,GALLANTT,EQ,47.9,48.5,47.85,48.0,48.05,47.85,2008,96479.65,24-APR-2019,21,INE297H01019
522,GALLISPAT,EQ,32.0,32.35,31.0,32.35,32.35,31.45,6369,201304.8,24-APR-2019,265,INE528K01029
523,GAMMNINFRA,EQ,0.65,0.65,0.6,0.65,0.65,0.65,940174,606135.1,24-APR-2019,225,INE181G01025
524,GANDHITUBE,EQ,337.0,344.0,336.0,338.0,338.0,339.45,279,94493.7,24-APR-2019,26,INE524B01027
525,GANECOS,EQ,332.0,337.9,330.05,335.9,337.0,329.1,17752,5938280.2,24-APR-2019,447,INE845D01014
526,GANESHHOUC,EQ,63.2,64.05,62.1,62.7,62.5,64.05,34129,2138533.15,24-APR-2019,418,INE460C01014
527,GANGESSECU,EQ,44.0,45.5,43.5,45.5,45.5,43.4,755,33192.0,24-APR-2019,6,INE335W01016
528,GANGOTRI,BZ,1.25,1.3,1.2,1.3,1.3,1.25,14106,18107.3,24-APR-2019,24,INE670B01028
529,GARDENSILK,EQ,18.65,19.0,18.1,18.7,18.8,18.6,7291,136304.75,24-APR-2019,100,INE526A01016
530,GARFIBRES,EQ,1082.2,1103.6,1080.0,1080.8,1080.0,1084.4,13668,14883577.9,24-APR-2019,393,INE276A01018
531,GATI,EQ,89.0,89.35,86.1,86.7,86.55,88.4,963540,83732946.35,24-APR-2019,16667,INE152B01027
532,GAYAHWS,EQ,0.85,0.9,0.85,0.85,0.85,0.9,6290,5520.4,24-APR-2019,12,INE287Z01012
533,GAYAPROJ,EQ,173.0,174.8,167.3,170.65,168.25,174.0,22280,3836178.45,24-APR-2019,761,INE336H01023
534,GDL,EQ,143.25,144.0,140.55,141.55,141.1,142.8,26776,3797484.3,24-APR-2019,1360,INE852F01015
535,GEECEE,EQ,120.35,121.0,119.1,119.95,119.55,121.7,872,104647.5,24-APR-2019,54,INE916G01016
536,GENESYS,EQ,93.3,93.3,89.25,89.85,89.8,91.0,14127,1277152.85,24-APR-2019,430,INE727B01026
537,GENUSPAPER,EQ,7.3,7.5,7.3,7.35,7.4,7.3,56654,418491.1,24-APR-2019,86,INE949P01018
538,GENUSPOWER,EQ,28.3,28.35,27.8,28.05,28.15,28.2,147257,4129253.1,24-APR-2019,490,INE955D01029
539,GEOJITFSL,EQ,39.55,39.65,38.75,39.05,39.25,39.75,93217,3640552.25,24-APR-2019,612,INE007B01023
540,GEPIL,EQ,889.85,905.0,885.2,897.05,903.0,890.4,18102,16239179.1,24-APR-2019,1361,INE878A01011
541,GESHIP,EQ,290.0,290.0,285.45,286.4,287.0,289.9,118925,34126921.9,24-APR-2019,1150,INE017A01032
542,GET&D,EQ,252.65,258.8,252.65,255.0,254.9,254.85,20073,5131061.65,24-APR-2019,1383,INE200A01026
543,GHCL,EQ,242.9,247.8,242.3,244.65,245.0,242.35,94051,23070777.75,24-APR-2019,3720,INE539A01019
544,GICHSGFIN,EQ,255.5,256.5,251.8,254.6,254.0,255.5,28745,7303893.25,24-APR-2019,1165,INE289B01019
545,GICRE,EQ,249.6,251.35,248.2,249.65,249.25,249.6,37085,9264847.55,24-APR-2019,1485,INE481Y01014
546,GILLANDERS,EQ,50.0,50.0,47.8,49.95,49.95,48.5,5144,252180.4,24-APR-2019,21,INE047B01011
547,GILLETTE,EQ,7588.3,7678.95,7564.1,7598.95,7600.0,7588.3,4525,34427235.75,24-APR-2019,1155,INE322A01010
548,GINNIFILA,EQ,12.95,13.4,12.55,13.05,13.1,13.05,19723,255904.9,24-APR-2019,242,INE424C01010
549,GIPCL,EQ,71.85,72.2,70.8,71.0,70.8,72.15,49639,3532843.85,24-APR-2019,688,INE162A01010
550,GIRIRAJ,SM,24.95,24.95,24.95,24.95,24.95,24.5,4800,119760.0,24-APR-2019,4,INE614Z01017
551,GKWLIMITED,EQ,785.0,785.0,743.1,746.0,759.0,784.4,114,85349.95,24-APR-2019,26,INE528A01020
552,GLAXO,EQ,1295.0,1295.0,1275.0,1294.95,1294.95,1293.9,8843,11432327.85,24-APR-2019,1115,INE159A01016
553,GLENMARK,EQ,633.0,638.6,627.95,636.4,636.9,629.3,472069,299171548.3,24-APR-2019,30746,INE935A01035
554,GLOBALVECT,EQ,118.3,125.0,114.55,115.3,115.5,117.9,165841,19695912.9,24-APR-2019,3071,INE792H01019
555,GLOBOFFS,EQ,11.25,11.85,11.0,11.4,11.25,11.35,9102,104199.3,24-APR-2019,77,INE446C01013
556,GLOBUSSPR,EQ,137.7,141.8,136.5,138.05,138.1,137.2,79893,11089839.55,24-APR-2019,1366,INE615I01010
557,GMBREW,EQ,563.05,566.4,555.05,558.75,559.0,560.35,9917,5551153.7,24-APR-2019,863,INE075D01018
558,GMDCLTD,EQ,74.0,74.0,72.8,73.0,73.4,73.5,254532,18593433.45,24-APR-2019,3986,INE131A01031
559,GMMPFAUDLR,EQ,1209.9,1209.95,1195.1,1205.9,1209.9,1202.1,1475,1780912.35,24-APR-2019,138,INE541A01023
560,GMRINFRA,EQ,17.6,17.7,17.35,17.4,17.4,17.4,14177837,247898165.5,24-APR-2019,7601,INE776C01039
561,GNA,EQ,314.85,317.0,312.0,312.95,313.0,314.4,8692,2727435.45,24-APR-2019,477,INE934S01014
562,GNFC,EQ,317.5,318.1,311.0,313.3,313.9,315.65,192141,60351341.05,24-APR-2019,8624,INE113A01013
563,GOACARBON,EQ,435.05,439.7,426.3,430.35,429.0,433.85,80574,34692182.75,24-APR-2019,2880,INE426D01013
564,GOCLCORP,EQ,333.1,339.9,315.2,335.15,329.75,335.3,9082,2960507.6,24-APR-2019,743,INE077F01035
565,GODFRYPHLP,EQ,1142.0,1146.8,1112.3,1129.25,1132.0,1137.7,149523,168709221.0,24-APR-2019,5675,INE260B01028
566,GODREJAGRO,EQ,523.0,526.95,520.0,524.4,525.0,523.75,53632,28100233.75,24-APR-2019,4784,INE850D01014
567,GODREJCP,EQ,674.0,680.25,668.05,674.35,674.0,671.85,1177887,796062026.25,24-APR-2019,28551,INE102D01028
568,GODREJIND,EQ,506.1,510.5,504.15,508.65,509.1,505.1,197530,100336549.85,24-APR-2019,6111,INE233A01035
569,GODREJPROP,EQ,895.5,907.9,885.0,892.2,887.5,889.95,245042,219304697.85,24-APR-2019,10520,INE484J01027
570,GOENKA,BZ,0.4,0.4,0.35,0.4,0.4,0.4,110737,42167.8,24-APR-2019,48,INE516K01024
571,GOKEX,EQ,80.8,82.0,79.8,80.45,79.8,81.05,54528,4411645.2,24-APR-2019,605,INE887G01027
572,GOKUL,EQ,7.95,8.15,7.5,7.9,8.0,7.55,11440,89123.25,24-APR-2019,55,INE020J01029
573,GOKULAGRO,EQ,11.05,12.15,11.05,12.1,12.1,11.6,3292,38745.85,24-APR-2019,35,INE314T01025
574,GOLDBEES,EQ,2810.0,2810.0,2789.3,2795.7,2799.9,2796.65,6173,17262717.5,24-APR-2019,886,INF732E01102
575,GOLDENTOBC,EQ,38.2,41.75,38.2,40.9,40.9,40.15,365,14558.8,24-APR-2019,16,INE973A01010
576,GOLDIAM,EQ,77.5,78.35,76.1,76.45,76.1,77.8,10332,796036.65,24-APR-2019,274,INE025B01017
577,GOLDSHARE,EQ,2810.0,2814.0,2803.1,2810.35,2810.0,2809.85,682,1915629.3,24-APR-2019,63,INF789F01059
578,GOLDTECH,EQ,13.1,13.45,12.8,13.05,13.15,13.15,2430,31949.65,24-APR-2019,43,INE805A01014
579,GOODLUCK,EQ,64.6,65.05,64.15,64.6,64.3,64.6,5647,364444.1,24-APR-2019,60,INE127I01024
580,GPIL,EQ,226.3,228.35,224.05,226.5,227.7,226.3,20677,4676351.3,24-APR-2019,809,INE177H01013
581,GPPL,EQ,94.9,94.9,91.6,93.05,92.35,93.45,55920,5215313.25,24-APR-2019,1351,INE517F01014
582,GPTINFRA,EQ,61.9,62.0,59.85,60.0,60.0,59.5,6559,398938.6,24-APR-2019,32,INE390G01014
583,GRANULES,EQ,116.0,118.0,114.5,115.9,115.5,115.55,653730,75792922.1,24-APR-2019,9669,INE101D01020
584,GRAPHITE,EQ,419.0,423.4,404.15,405.85,405.5,417.5,1532815,630107547.55,24-APR-2019,31931,INE371A01025
585,GRASIM,EQ,867.5,887.0,849.6,880.55,884.95,869.45,1831558,1588197649.05,24-APR-2019,87388,INE047A01021
586,GRAVITA,EQ,92.3,92.45,88.25,89.15,89.25,91.6,19648,1770450.6,24-APR-2019,408,INE024L01027
587,GREAVESCOT,EQ,142.5,144.35,141.6,142.15,142.3,142.0,131689,18767563.8,24-APR-2019,4724,INE224A01026
588,GREENLAM,EQ,986.5,988.55,977.15,978.8,977.15,979.9,15219,14929876.7,24-APR-2019,692,INE544R01013
589,GREENPLY,EQ,167.0,169.95,162.55,168.9,167.65,166.9,61633,10253424.55,24-APR-2019,2684,INE461C01038
590,GREENPOWER,BE,3.45,3.5,3.35,3.45,3.4,3.35,40438,137725.35,24-APR-2019,114,INE999K01014
591,GRINDWELL,EQ,604.45,604.75,596.15,599.4,599.3,604.45,3604,2162985.05,24-APR-2019,876,INE536A01023
592,GROBTEA,EQ,394.95,404.95,391.0,398.0,394.0,387.15,309,122163.5,24-APR-2019,44,INE646C01018
593,GRPLTD,EQ,1080.0,1082.95,1050.0,1050.0,1050.0,1080.0,604,638930.1,24-APR-2019,43,INE137I01015
594,GRSE,EQ,99.95,99.95,97.65,97.95,97.65,98.75,5919,582451.6,24-APR-2019,197,INE382Z01011
595,GRUH,EQ,302.8,319.0,296.15,314.7,313.0,298.05,1438039,442710481.45,24-APR-2019,30027,INE580B01029
596,GSCLCEMENT,EQ,21.55,21.85,21.05,21.7,21.8,21.95,24688,528268.2,24-APR-2019,143,INE542A01039
597,GSFC,EQ,100.5,101.5,99.8,101.15,101.1,100.05,887637,89210301.2,24-APR-2019,6802,INE026A01025
598,GSKCONS,EQ,7215.55,7280.0,7176.7,7271.4,7268.0,7218.1,13252,95961851.55,24-APR-2019,2493,INE264A01014
599,GSPL,EQ,188.0,190.45,188.0,189.9,190.0,190.0,510088,96186442.0,24-APR-2019,5399,INE246F01010
600,GSS,EQ,124.2,127.95,124.0,124.9,124.85,123.9,156287,19591935.0,24-APR-2019,1652,INE871H01011
601,GTL,EQ,4.45,4.5,4.35,4.4,4.4,4.45,34882,153275.9,24-APR-2019,80,INE043A01012
602,GTLINFRA,EQ,0.95,0.95,0.9,0.95,0.95,0.9,3107052,2849489.4,24-APR-2019,353,INE221H01019
603,GTNIND,EQ,9.8,9.9,9.5,9.6,9.8,9.7,539,5244.45,24-APR-2019,8,INE537A01013
604,GTNTEX,BE,12.15,12.15,12.15,12.15,12.15,12.75,250,3037.5,24-APR-2019,1,INE302H01017
605,GTPL,EQ,67.5,67.5,66.2,66.55,66.6,66.85,14492,966046.6,24-APR-2019,273,INE869I01013
606,GUFICBIO,EQ,83.55,84.5,83.0,83.45,83.5,82.8,42464,3551254.7,24-APR-2019,1104,INE742B01025
607,GUJALKALI,EQ,493.0,495.55,484.05,488.1,486.55,490.5,21883,10697568.45,24-APR-2019,1511,INE186A01019
608,GUJAPOLLO,EQ,156.1,166.8,153.5,161.7,163.9,157.4,3608,563178.45,24-APR-2019,145,INE826C01016
609,GUJFLUORO,EQ,1055.0,1056.95,1026.45,1034.05,1042.0,1052.8,130664,136636748.85,24-APR-2019,2882,INE538A01037
610,GUJGASLTD,EQ,159.45,160.45,154.65,157.65,157.35,158.15,651335,103855486.35,24-APR-2019,3027,INE844O01030
611,GULFOILLUB,EQ,870.0,877.95,867.55,875.7,874.5,869.0,3083,2689212.4,24-APR-2019,339,INE635Q01029
612,GULFPETRO,EQ,71.05,71.05,69.6,70.05,69.6,71.35,9477,665310.35,24-APR-2019,154,INE586G01017
613,GULPOLY,EQ,53.05,54.25,53.0,53.7,53.95,53.5,890,47764.45,24-APR-2019,25,INE255D01024
614,GVKPIL,EQ,7.6,7.9,7.6,7.7,7.65,7.65,1865528,14439508.8,24-APR-2019,1408,INE251H01024
615,H1190M36RG,MF,12.13,12.18,12.13,12.18,12.18,12.12,38640,470530.2,24-APR-2019,15,INF179KB1PA4
616,HAL,EQ,679.7,688.7,676.1,679.0,678.9,679.7,7032,4784851.85,24-APR-2019,969,INE066F01012
617,HARITASEAT,EQ,483.0,507.0,483.0,501.25,500.0,484.4,5483,2714243.45,24-APR-2019,216,INE939D01015
618,HARRMALAYA,EQ,72.45,73.0,70.75,71.7,70.8,68.65,192404,13844191.25,24-APR-2019,2887,INE544A01019
619,HATHWAY,EQ,29.0,29.55,28.9,29.25,29.45,28.95,54620,1596654.5,24-APR-2019,914,INE982F01036
620,HATSUN,EQ,705.05,717.5,705.0,715.6,715.0,711.6,3543,2525006.7,24-APR-2019,428,INE473B01035
621,HAVELLS,EQ,765.0,776.0,759.0,774.05,775.0,761.5,1637003,1263167196.4,24-APR-2019,42474,INE176B01034
622,HAVISHA,BE,0.95,1.0,0.9,0.95,0.95,0.95,6154,5802.85,24-APR-2019,11,INE293B01029
623,HBLPOWER,EQ,24.85,25.3,24.8,25.0,25.0,24.85,45769,1144151.95,24-APR-2019,215,INE292B01021
624,HBSL,EQ,7.3,7.5,7.25,7.3,7.25,7.6,1365,9947.1,24-APR-2019,12,INE550B01022
625,HCC,EQ,14.1,14.15,13.9,13.95,13.9,14.1,1111234,15548163.25,24-APR-2019,1616,INE549A01026
626,HCG,EQ,199.8,202.7,195.85,202.0,202.0,199.75,3143,633453.2,24-APR-2019,123,INE075I01017
627,HCL-INSYS,EQ,17.25,17.55,16.9,17.05,17.1,17.5,494343,8477473.5,24-APR-2019,1683,INE236A01020
628,HCLTECH,EQ,1103.0,1142.1,1096.85,1138.95,1141.05,1102.0,2840823,3199024991.3,24-APR-2019,75797,INE860A01027
629,HDFC,EQ,1943.9,1985.0,1933.25,1980.4,1984.7,1934.7,2758373,5402102935.8,24-APR-2019,115391,INE001A01036
630,HDFCAMC,EQ,1577.85,1595.0,1577.3,1592.25,1590.85,1580.35,71113,112909434.65,24-APR-2019,4917,INE127D01025
631,HDFCBANK,EQ,2250.0,2283.9,2247.05,2279.75,2280.95,2245.3,3088532,6992369872.3,24-APR-2019,168685,INE040A01026
632,HDFCLIFE,EQ,397.6,400.9,397.3,400.0,400.2,397.8,1039080,415102084.65,24-APR-2019,37759,INE795G01014
633,HDFCMFGETF,EQ,2866.0,2878.0,2860.0,2871.85,2878.0,2866.2,382,1094405.2,24-APR-2019,59,INF179K01CN1
634,HDFCNIFETF,EQ,1200.64,1216.9,1200.63,1215.01,1213.67,1201.84,128,154116.42,24-APR-2019,25,INF179KB1KP3
635,HDFCSENETF,EQ,4049.62,4055.77,4033.33,4055.77,4055.77,4053.0,36,145940.62,24-APR-2019,5,INF179KB1KQ1
636,HDIL,EQ,23.55,24.45,23.5,24.05,24.2,23.5,2657936,63783940.05,24-APR-2019,8970,INE191I01012
637,HEG,EQ,1840.0,1845.0,1765.0,1791.3,1787.0,1843.95,418132,750264806.0,24-APR-2019,34919,INE545A01016
638,HEIDELBERG,EQ,175.0,183.0,174.0,181.85,182.0,175.35,269773,48436661.5,24-APR-2019,3385,INE578A01017
639,HEOF1100RG,MF,9.15,9.15,9.15,9.15,9.15,9.25,323,2955.45,24-APR-2019,1,INF179KB1V39
640,HEOF1126RG,MF,9.87,10.1,9.87,10.1,10.1,9.7,19300,191411.0,24-APR-2019,3,INF179KB1T82
641,HERCULES,EQ,114.95,115.55,113.5,114.9,114.9,115.35,10919,1250175.75,24-APR-2019,263,INE688E01024
642,HERITGFOOD,EQ,481.05,499.0,481.05,495.95,496.35,485.45,8667,4289128.65,24-APR-2019,444,INE978A01027
643,HEROMOTOCO,EQ,2650.0,2661.6,2582.15,2611.9,2615.9,2638.05,940782,2450010879.7,24-APR-2019,60397,INE158A01026
644,HESTERBIO,EQ,1476.05,1495.0,1475.0,1487.7,1484.0,1462.3,1861,2768779.8,24-APR-2019,272,INE782E01017
645,HEXATRADEX,BE,19.0,19.0,18.75,18.75,18.8,18.85,1572,29508.45,24-APR-2019,12,INE750M01017
646,HEXAWARE,EQ,345.5,349.85,326.85,332.6,332.5,346.0,4239872,1427880939.6,24-APR-2019,71729,INE093A01033
647,HFCL,EQ,22.65,22.8,22.25,22.35,22.3,22.6,1077096,24195674.45,24-APR-2019,2252,INE548A01028
648,HGINFRA,EQ,269.9,272.8,265.0,270.15,270.3,270.05,7631,2048180.55,24-APR-2019,517,INE926X01010
649,HGS,EQ,644.05,645.3,630.1,634.25,630.3,640.35,1097,699345.15,24-APR-2019,157,INE170I01016
650,HIGHGROUND,EQ,6.8,7.0,6.6,6.75,6.75,6.85,13138,88672.0,24-APR-2019,104,INE361M01021
651,HIKAL,EQ,175.55,177.25,174.0,175.9,176.0,173.7,83968,14736100.5,24-APR-2019,1881,INE475B01022
652,HIL,EQ,1870.0,1870.0,1830.0,1842.95,1830.3,1841.75,3080,5690095.75,24-APR-2019,706,INE557A01011
653,HILTON,BE,16.0,17.35,16.0,17.3,17.35,16.55,2363,40374.55,24-APR-2019,15,INE788H01017
654,HIMATSEIDE,EQ,219.75,223.0,216.75,220.95,220.1,218.55,27098,5962436.55,24-APR-2019,1313,INE049A01027
655,HINDALCO,EQ,200.4,201.4,197.2,200.7,200.5,200.35,6364227,1267054367.3,24-APR-2019,45312,INE038A01020
656,HINDCOMPOS,EQ,218.25,222.95,217.95,220.15,220.45,219.15,902,197511.45,24-APR-2019,49,INE310C01029
657,HINDCOPPER,EQ,48.8,49.2,48.6,48.9,48.85,48.55,398748,19475942.65,24-APR-2019,2364,INE531E01026
658,HINDMOTORS,BE,7.4,7.45,7.1,7.25,7.2,7.25,55611,407441.1,24-APR-2019,129,INE253A01025
659,HINDNATGLS,EQ,82.7,82.75,80.65,81.5,80.75,80.4,539,43960.0,24-APR-2019,22,INE952A01022
660,HINDOILEXP,EQ,130.0,132.2,126.6,127.2,126.85,128.65,302211,38749396.15,24-APR-2019,3475,INE345A01011
661,HINDPETRO,EQ,256.05,270.95,256.05,268.8,270.25,254.85,9108180,2401513838.0,24-APR-2019,94077,INE094A01015
662,HINDUJAVEN,EQ,393.15,393.15,380.0,385.95,387.6,387.45,3699,1429351.9,24-APR-2019,204,INE353A01023
663,HINDUNILVR,EQ,1744.6,1755.0,1735.0,1752.6,1754.9,1744.2,1169461,2037578627.5,24-APR-2019,53246,INE030A01027
664,HINDZINC,EQ,276.0,276.65,272.9,275.5,275.5,275.5,185488,50975571.5,24-APR-2019,2696,INE267A01025
665,HIRECT,EQ,128.3,130.3,127.3,128.1,127.45,128.3,3455,443685.75,24-APR-2019,87,INE835D01023
666,HISARMETAL,EQ,43.25,44.5,43.25,44.25,44.5,44.85,201,8891.9,24-APR-2019,8,INE598C01011
667,HITECH,EQ,273.3,274.0,266.05,269.65,266.5,269.25,2795,759974.65,24-APR-2019,54,INE106T01017
668,HITECHGEAR,EQ,286.6,290.0,285.0,289.95,289.95,285.95,2204,635635.45,24-APR-2019,133,INE127B01011
669,HMT,BZ,18.4,19.0,17.6,19.0,19.0,18.25,362,6699.45,24-APR-2019,7,INE262A01018
670,HMVL,EQ,106.9,107.95,106.05,107.35,107.05,106.9,33649,3600435.6,24-APR-2019,954,INE871K01015
671,HNGSNGBEES,EQ,3132.0,3233.97,3132.0,3233.97,3233.97,3160.07,19,59915.88,24-APR-2019,15,INF732E01227
672,HONAUT,EQ,23623.45,23800.0,23551.05,23727.5,23651.0,23800.3,956,22679927.75,24-APR-2019,333,INE671A01010
673,HONDAPOWER,EQ,1087.15,1090.95,1064.0,1067.6,1064.0,1085.5,1016,1098390.9,24-APR-2019,193,INE634A01018
674,HOTELEELA,EQ,10.65,11.4,10.35,10.95,11.35,10.4,1155103,12371819.6,24-APR-2019,1360,INE102A01024
675,HOTELRUGBY,BE,1.45,1.45,1.45,1.45,1.45,1.45,1,1.45,24-APR-2019,1,INE275F01019
676,HOVS,EQ,142.8,153.65,141.3,148.8,149.0,140.4,101268,15141497.55,24-APR-2019,2399,INE596H01014
677,HPL,EQ,62.8,62.8,60.95,61.2,61.0,61.7,43183,2653945.45,24-APR-2019,483,INE495S01016
678,HSCL,EQ,114.05,115.0,112.5,114.6,114.05,114.2,169604,19311544.95,24-APR-2019,2854,INE019C01026
679,HSIL,EQ,264.15,266.85,260.45,263.95,264.05,263.6,32667,8605167.8,24-APR-2019,2231,INE415A01038
680,HTMEDIA,BE,38.8,39.95,38.6,38.85,39.0,39.05,20486,800060.5,24-APR-2019,157,INE501G01024
681,HUBTOWN,EQ,32.9,33.2,31.85,32.95,33.0,32.55,43750,1423526.4,24-APR-2019,495,INE703H01016
682,HUDCO,EQ,43.15,43.35,42.6,42.9,43.15,43.15,459583,19755062.2,24-APR-2019,2847,INE031A01017
683,HUDCO,N2,1137.05,1137.05,1136.0,1136.5,1136.5,1135.5,728,827393.0,24-APR-2019,5,INE031A07840
684,HUDCO,N3,1065.0,1068.0,1060.1,1065.58,1068.0,1061.75,2960,3153395.0,24-APR-2019,31,INE031A07832
685,HUDCO,N5,1092.0,1094.0,1092.0,1093.51,1093.5,1095.0,1060,1158372.96,24-APR-2019,9,INE031A07865
686,HUDCO,N8,1120.5,1120.5,1120.0,1120.09,1120.0,1118.75,512,573491.0,24-APR-2019,6,INE031A07AO5
687,HUDCO,N9,1133.0,1133.0,1133.0,1133.0,1133.0,1130.0,26,29458.0,24-APR-2019,1,INE031A07AT4
688,HUDCO,ND,1225.0,1225.0,1215.16,1216.0,1216.0,1220.52,1356,1652995.81,24-APR-2019,17,INE031A07949
689,HUDCO,NE,1300.0,1308.0,1300.0,1306.0,1306.0,1296.7,506,660808.0,24-APR-2019,8,INE031A07AB2
690,IBREALEST,EQ,107.0,119.7,107.0,115.9,115.7,105.55,33141856,3819055000.8,24-APR-2019,182055,INE069I01010
691,IBUCCREDIT,ND,990.9,991.2,990.9,991.2,991.2,997.25,100,99112.5,24-APR-2019,4,INE244L07184
692,IBULHSGFIN,EQ,749.7,761.95,736.55,749.1,750.0,744.2,8484419,6365771052.85,24-APR-2019,144373,INE148I01020
